pair_index,precision media: 0.8677 desviacion: 0.1930
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,0.8
7,1.0
8,0.8
9,1.0
10,1.0
11,0.8
12,1.0
13,1.0
14,0.8
15,0.8
16,1.0
17,1.0
18,0.3
19,0.1
20,1.0
21,1.0
22,1.0
23,1.0
24,0.6
25,1.0
26,0.8
27,1.0
28,0.8
29,0.8
30,1.0
31,1.0
32,1.0
33,0.8
34,1.0
35,0.8
36,1.0
37,0.6
38,1.0
39,1.0
40,1.0
41,0.8
42,0.3
43,1.0
44,0.6
45,0.6
46,1.0
47,0.8
48,0.7
49,1.0
50,0.6
51,1.0
52,1.0
53,0.8
54,1.0
55,1.0
56,0.8
57,1.0
58,0.8
59,0.8
60,0.8
61,0.6
62,0.8
63,1.0
64,1.0
