configuracion,cv_accuracy_mean,cv_accuracy_std,oob_score,test_accuracy,f1_w,fit_time_s
RF default (n=100),0.9388724035608309,0.01891676848725134,0.9406528189910979,0.9478672985781991,0.9490053537063862,0.47843936800200026
