PCA_1,PCA_2,PCA_3,class
0.0560877402596118,-0.5661105458150668,-1.6516633899119502,baja
-0.4422825596138489,2.7013968854426342,-0.7942388660305806,baja
2.521876536689009,-0.97338571358157,-1.8449351892164612,baja
-0.4691332675159877,0.6580772016250486,-1.9793005976192304,baja
-0.257940592588437,1.2024697388341063,-1.839894214058901,baja
1.641540018834021,0.7616420124178896,-3.217065552760699,baja
-1.5826010346284551,0.5499358432115474,-1.218735848281746,baja
-1.4137482516527349,1.0060927901445806,-1.1488496063824527,baja
-1.4985773037041523,-1.155481018637421,-1.3015977628636717,baja
-1.029384064017225,2.334882398578409,-0.7279256122660034,baja
-0.8749331793685625,1.453449091870631,-1.414013670157276,baja
-1.6214268915193235,1.1549223865992235,-0.0770463291221442,baja
-1.3207886027527649,-0.5530275303284189,-0.6865301584765605,baja
0.5152197152683923,1.4217533536650258,-1.1403283520837293,baja
-1.6540538737430053,-0.5906692225798702,-0.6374741879050634,baja
-1.3341705929370709,1.1121733353960908,-0.7556205899647481,baja
-1.4602890907872812,0.7287454546906054,-0.1369744661244414,baja
-0.9266446571380762,-1.478899893652889,-0.8936959221492266,baja
-1.2224478314495923,2.4436538209872665,-0.7215754593574167,baja
-0.5988415989920922,-0.7266797758079655,-1.745761919169479,baja
-1.4701761357555927,0.6338907124993226,-0.6345474876328022,baja
-1.115119733249126,-1.4210640454643555,-1.2305687211637082,baja
-0.5122237230453212,-1.2083375711571185,-1.096406349012008,baja
0.8040111549564295,1.088022497992689,-1.098090766775515,baja
-1.1402381527978316,0.689453790401136,-1.457438398962829,baja
-1.0146657645005313,0.8559691215054367,-1.1936434808957914,baja
-0.9820561069887304,2.204182116796831,-0.6168654003950783,baja
0.8148010242581056,2.832318804725067,-1.1048489106262094,baja
-0.6637033920217219,-0.7559414595049311,-1.0815863920354685,baja
-1.3954956259800204,0.7272200185600626,-1.1494071615143504,baja
-1.8200106025866245,2.331922354076448,0.1902051252183376,baja
-0.6322698798847955,0.3965847599196868,-2.061892177732396,baja
-1.743372090650093,0.6660099603338266,-0.8533331435306198,baja
-1.1012593143500475,-0.6720957943638582,-1.139437918928252,baja
-1.1409098901238646,-0.3570014243591035,-1.482186859374657,baja
-0.3038764192243975,1.0402812332009883,-1.0054999741995216,baja
0.3548284208496115,1.0895566657862632,-2.50940078942211,baja
-1.030587721706496,-0.8332222324153473,-0.925423646155994,baja
-1.5237509780641585,0.8111905620054953,-1.0866619494968242,baja
-0.8115804674411355,-0.6749165133396188,-1.027869454424022,baja
-1.420375252907523,-1.0238948454321393,-0.3939734819243226,baja
-0.4934244496359546,2.606020322744436,-0.0002259483064696,baja
-0.0743023290543172,-0.5194710273630554,-2.4345413183414446,baja
-1.3892713495742552,-0.766374499820104,-0.2364079053672682,baja
-1.161893467397526,-0.6859491082817643,-0.8763800193616675,baja
-1.414610248187324,0.2955341380783191,-1.2952397443012706,baja
-1.573304851475611,0.729798070272409,-0.0828241395519855,baja
-1.5444441728914018,-1.2275966706282644,-0.9793237260717532,baja
1.4005985361332711,-2.254573547722237,-1.946658455888568,baja
-1.13025463577937,-0.6071644581085993,-0.9581105495419472,baja
-0.9513251602286306,-0.8856849939724236,-0.7335996435743345,baja
-1.0959007603156157,-0.6324604348486197,-0.7932565629116612,baja
0.3515797933770518,2.516900539379343,-1.3929678157762404,baja
-1.639908903835032,1.9486078068744588,-0.0884309455345803,baja
-0.0085719835785863,1.541615158025887,-1.7587864818523014,baja
1.692988861382536,-0.7620198460939991,-1.012726815975609,baja
-0.9558381959405088,-0.5854936978711944,-1.8177260006306968,baja
-1.6820057707144092,2.070923820124931,-0.6712950017986465,baja
-1.401800629741122,1.8963914409238865,-0.3162077419528948,baja
-1.2953608779316526,0.7695842946595777,-1.2029173054085422,baja
-1.0051388594630422,-2.58177595306702,-1.4095551430745978,baja
-0.955852296439136,-0.9210828353046784,-0.7729889291067824,baja
-1.290569845238919,-0.812620509775496,-0.4340437832047886,baja
-1.1886150820688288,-0.491416656925097,-1.1532104861172487,baja
-1.0829942034539757,1.2979469579699394,-1.1797527903121103,baja
-1.22527362100978,-1.0310820635877054,-0.6464445387079963,baja
-1.074870843074539,1.1632099294356006,-0.4454400443423892,baja
-1.462753948308672,1.2557505466785617,0.252670755416951,baja
3.0678881067511954,-0.3225663101648883,-3.2291998664864234,baja
1.345536327556436,-0.4926510800919123,-1.427315690838855,baja
0.1658685223162108,0.7718344948318746,-1.9953022001967855,baja
0.2839539104517872,-0.9768229381674796,-2.51573714915287,baja
7.266410596560699,0.2751508572508961,-2.5205545496579758,baja
-0.3322856447953123,-1.1298856153711092,-1.970594207026384,baja
-1.2570923169603123,-0.6981103674153113,-0.1858465910016611,baja
-0.0561962357657643,-0.6989868117834068,-2.0139607763844163,baja
-1.5905592752674738,0.7435917190072747,-0.962296941371157,baja
0.8679074445918019,-0.0756220529120859,-0.4290408781359592,baja
-0.6112214258795827,-0.6308124129745795,-2.191886131339154,baja
-1.4790439458646527,0.3268765990427428,-1.2028794784284438,baja
-1.0135018713520194,0.8372368876304275,-0.694138514885347,baja
-1.5964582948890638,2.324598935983128,-0.6879153758510373,baja
-1.1437992363209293,0.9936158722061692,-1.0086522908267668,baja
-1.24440899673908,-0.7757702233618526,-1.0800439594279228,baja
-1.23441208908979,2.079475344565981,-0.8195111445338977,baja
0.4670189494362635,-0.9735537080710404,-0.8431793405424891,baja
-0.3870933650700256,2.311763425366271,-1.9711950406975145,baja
-1.2203196860917145,-1.133013047463401,-0.5878923884663331,baja
0.7208873972269736,-0.1650402638188346,-2.331924571440378,baja
-0.9991152929618142,-1.0493468019095071,-1.4488274442475126,baja
-1.0507006522880418,1.0196446529916048,-1.64863193209994,baja
2.6515927544291853,0.0419971945176842,-3.18266333775256,baja
-1.1259598453942663,1.4392974909587428,-0.8350119274385193,baja
-1.370122979396088,0.781331820721183,-0.2543205697877913,baja
-0.3161277669235325,2.29826628498379,-1.4662751598411032,baja
-0.4489694208771035,-0.383413896944311,-1.551746336453606,baja
-1.0330718275633242,-0.4922594015727656,-1.195765542338397,baja
-1.319782209018653,-1.2154244722409144,-1.4438134677952512,baja
-0.653895734044775,-2.339796880772341,-1.742229272025644,baja
-0.9894258072784414,-1.0643155895922136,-0.9679433079830136,baja
-1.4188659533500554,0.3051698194644174,-1.2625709040261628,baja
-1.1102420425356287,2.48930380178449,-0.2725372735906569,baja
0.1192278058102733,0.811490245537867,-0.4263664621147862,baja
-1.418128070710737,1.9121017940385627,-0.4951478397858849,baja
1.4078863999705962,0.9072256287115278,-1.0094708831235686,baja
0.1860359273768944,-0.2364805309279365,-1.7686935224946707,baja
-1.5199575875965587,0.583280177718205,-1.0732777265488085,baja
0.4501699472563513,2.419155740090783,-1.899757605603634,baja
-1.132726634097471,-0.6577808352755031,-0.6240258193460003,baja
-1.046368303938941,-0.8778660732221655,-0.5430458137756339,baja
-0.5327200051562874,-1.0694565631124278,-1.0012724278937304,baja
-0.9548238318114026,2.321065587242777,-1.5434791108138337,baja
-1.5159639913244551,-0.8758062614287289,-1.1142550562485838,baja
1.0454460923408977,-0.5723729877018786,-1.2299027538806573,baja
-0.2714351969393119,1.1955081951106834,-2.631271146732966,baja
0.3915088785150623,1.112668394448313,-1.7650597038048033,baja
-0.2678926744805086,1.4906139049518683,-1.360400343574068,baja
-0.344183714549952,-2.122928984215921,-1.7121895158430436,baja
-0.5257644368364293,0.6814444951354877,-1.812641389937043,baja
-0.8688741538475211,-1.290734087902034,-1.3564219860166762,baja
-1.47715962405954,1.3335279879901083,-0.3957823724982875,baja
0.0395378598535506,-0.74208443818163,-1.2369923228776456,baja
-0.5419149054177498,-0.6184425622851237,-0.9019436831759344,baja
-1.566428220817654,0.5906023090518886,-0.8924407616352694,baja
-1.1506294131600237,-0.3206220968970213,-1.1201724898639522,baja
-1.5167301489302014,1.1473212443144054,-0.967498462121732,baja
-1.3743212115275028,1.285906523845226,-0.7655705371611431,baja
-0.851809750120447,-0.2214979970060662,-0.9371343016397502,baja
-0.5338203580452497,1.2148687832476155,-1.736208662345366,baja
-1.116947477406446,0.9776024158308296,-0.8920411988607901,baja
-1.5450293404952924,-0.4008475844002501,-0.3076205715489887,baja
-0.2790266224817908,1.1671457283554694,-2.254340306968263,baja
-1.0979214216925348,0.9344679467761104,-0.9270149416089324,baja
-1.2488822322256563,-1.2221637123538078,-1.3602724743369865,baja
0.1776748509314537,-0.4610264253324833,-2.6630643828864566,baja
-1.4848979935557178,2.042733132275936,-0.5551279142071218,baja
-0.926392408492836,0.6287704141307858,-0.8658563701083073,baja
-0.9753462684262184,-0.6844433656867035,-0.877786046700531,baja
0.4540597103602218,-2.046084529802515,-2.3969291787901925,baja
-1.132046846825818,-1.0852646415911884,-0.8404871987455143,baja
0.7131952982487826,2.8931382419823417,-2.205699564568889,baja
-0.3168664978409922,-0.8516063184858524,-1.9890383865219248,baja
-1.317678353577546,-1.0493652816987482,-0.1600617221652343,baja
-1.170261114516732,-0.9461367819167936,-1.374859030259105,baja
-1.6067947712417978,1.010065507275118,-1.2776989324310677,baja
3.363959193518589,1.2387712085329374,-2.958389794878213,baja
-1.5746373673644145,1.0532821876342102,-0.5240089849732013,baja
-1.4257370498627782,-0.8484611677730444,-1.0780678724443225,baja
-1.8607508068680527,2.4622696473972856,-0.3056084243718451,baja
1.4316068392172367,1.1984522515987468,-2.640638857296948,baja
-1.128805409063267,0.5386529377930485,-0.801484109266006,baja
-1.8971640279990625,2.7597009843378624,-0.0500905431735933,baja
-0.8895385123383622,-2.4473088529117595,-0.9757130664409054,baja
-1.692972100703908,0.3108247978270145,-0.7359063388659899,baja
-1.4671391759580683,1.3621848165108532,-0.7049010739725948,baja
-1.1232997966334874,2.2057911492035305,0.1081784340056624,baja
-1.3887740158144193,-0.9670633940405466,-0.0667997675761598,baja
-0.1392120713706883,-0.293709092948471,-1.5097635978613515,baja
-1.1951440796191757,0.7147796999921081,-1.0361871415142272,baja
-1.36531435851232,-0.865370488477255,-1.0578717986857675,baja
-0.9605010111826108,2.315950997626952,-1.4535218051285728,baja
-0.9902115457005232,-1.371269141148414,-1.6556960274168728,baja
-1.5079044400831811,1.0208254457564845,-0.7672923295636109,baja
0.0314265497919039,-0.5215547552268359,-1.7365565091839856,baja
-0.5237118921666098,-0.6812232425979444,-2.0499797822600487,baja
-0.290007188210138,-0.3473358353200596,-1.2318833063443468,baja
-1.236049951611094,-1.1376329171770945,-1.576540344038356,baja
-0.385387086896634,0.5055023259752065,-1.8254367013038717,baja
-0.7893516249244631,-0.620446956088232,-1.095989161783166,baja
-1.6622105152865287,-0.499169576491429,-0.6187073529801306,baja
-1.754289150243037,0.7230439679268807,-0.7308210503709901,baja
0.1392424395998376,-1.033373100773626,-2.0925772241632994,baja
-0.8955716545762372,-0.6271360857821165,-1.614715512337312,baja
-1.4545742684339025,1.2012146642623964,-0.6558004596977945,baja
-0.4138599526722215,0.782019904547135,-2.046938077627064,baja
-1.0340523194113902,2.2654142019181207,-1.2827597009241023,baja
-1.056451782809529,0.5393923368454165,-0.9721969035322968,baja
-0.5369004791861487,-0.678564714351921,-2.0018550808427653,baja
-0.3997355451659123,-0.7701785257931302,-1.8907741398800968,baja
-1.417845019282041,-0.8582930020192685,-1.2404954446643024,baja
1.1286200223690006,-0.4331206827700211,-2.1223923899153148,baja
-0.9118580495571306,-0.6585144382816348,-0.2305588660817197,baja
-1.4284481141597622,-0.5964366731296101,-0.92576927010248,baja
1.2603031862726082,1.098964582964054,-1.3580827120905865,baja
-0.5402978273439196,2.6600334908467778,-0.2039918346518835,baja
0.4216292064337765,1.1740901302793083,-1.781214078087922,baja
-0.5492515696124741,0.4140227695298832,-0.941404262212025,baja
-1.7330117251585475,2.949393985149419,-0.499360868439203,baja
-1.0299239728767724,0.7721898987582126,-1.4639897693170976,baja
-1.8012214337342094,2.261391534057015,-0.5165527485799454,baja
-0.5692982602893619,-0.9538357942418266,-1.4219762735298078,baja
-0.4976251731091524,2.485038368839895,-0.2674300436336258,baja
0.0432361363032903,2.569628622351426,-1.0493036335436103,baja
-1.2586405653593875,-1.1835212574965157,-1.2462671871592408,baja
-1.4916821954678594,0.5568608944882594,-0.5920211251367496,baja
-0.4663208890485675,1.2083446533215387,-0.8122584554110467,baja
0.3662180873150242,1.4024258063739103,-1.0890660004157178,baja
-1.5507181206554168,-1.211915504563586,-0.8099736783546619,baja
-0.8761119501941564,-0.5542591573472941,-0.3460324604311395,baja
-1.2145562648898909,0.7051324297503988,-1.4004877367531698,baja
-0.7185433025319836,2.4726636170099816,-0.2130573244494772,baja
-1.0374066193713778,-0.6503362506739795,-0.8461916724349997,baja
-0.8221675035608283,-0.9030338408603652,-0.8389740817324558,baja
1.074397705108085,-0.4617412008330188,-2.054126607487684,baja
-0.9269461599683546,-0.9612100124991524,-1.172729935016196,baja
-1.6418245438346608,-0.8232704507824246,-0.9493432946460706,baja
-0.8232674776445724,2.457169792288748,-1.082004358441894,baja
-0.4186076341643533,-1.0028344030954326,-1.5026086486428885,baja
-1.3169691075066023,-0.8996139441050945,-1.019119825875917,baja
-0.9573301001432856,-1.2846403377282496,-1.277504355106621,baja
-0.390225096266995,-1.0612998586313314,-1.7889681198944485,baja
-1.2761107339984528,1.289494072239242,-0.6501420862929896,baja
-1.479106308718409,-0.488421808931813,-0.6490040301297608,baja
-0.9020702244270172,-1.136611988833468,-0.8799316294519283,baja
-1.3162208722596709,2.1959739573591586,0.0033107397703094,baja
1.9063581221258703,2.649637270121899,-1.588177918089894,baja
-0.9748080560845108,-0.6572743643010118,-1.2255016539829606,baja
-1.3560364264739797,-2.6570278738535253,-1.4924818438688183,baja
-1.8539077937950077,2.284417370240841,-0.5427474581985879,baja
-1.5919169395673407,2.3700273453658447,-0.5567523476712759,baja
0.7552287096288668,-0.3889386027275757,-3.070071989736296,baja
-0.868972051862359,-1.304357628112571,-0.95390305762289,baja
-0.7458133438798199,1.0093798866853323,-1.927263973572459,baja
-0.7074657278286599,-0.8271778774809196,-1.605595182240205,baja
-1.725016642844174,2.038277877452931,-0.2536277171992515,baja
-1.4451119581397285,0.6436123176980468,-0.3253530829779228,baja
-1.2657225380966932,-0.4080748139547368,-0.9152984372075996,baja
-1.2749478364886806,-0.3368989061630501,-0.6216695453011623,baja
0.0144190963390282,1.5353796601205167,-1.41187098185234,baja
-0.8036057282432176,1.1118921057264912,-1.4140517698053432,baja
-0.9729083053776142,-2.562004229401692,-1.4407164282041098,baja
0.0096084183022379,-0.9927567128205056,-0.7335045730904561,baja
-0.8076141918920698,-1.3196043223660705,-1.9030651100815807,baja
-1.3769891560237664,0.7458698286492083,-0.9335216687924062,baja
-1.274115735283917,1.0197825302479204,-1.255434191949525,baja
0.1405928870979893,-0.3080291041411199,-2.4967679788011177,baja
-1.3437271830805315,0.9203809697774388,-1.5255918767180563,baja
-1.7923035574637072,1.0681487030454644,-0.5174745234570837,baja
-1.8128326417626648,1.0866671369734835,-0.6756442284299229,baja
-1.7850607496010351,1.241980540324988,-0.3942126341407482,baja
-0.0431060153139633,-0.5832017208010836,-1.3040840927757649,baja
0.5937609002650265,-0.8355197562794654,-2.780505490461842,baja
-1.5598364038648238,0.438667519929913,-0.6310647557971201,baja
-0.8333412863193324,-0.9057136529424896,-0.8238188814730338,baja
-1.213605007599094,-0.9314808200612096,-0.7003251301471441,baja
-1.5515404944699331,0.8056958036323771,-0.5097245267967159,baja
1.1319396903607843,-0.5291967277550242,-2.0609371046726026,baja
-1.5440449427596,-0.8341738401739636,-0.833794299667833,baja
-1.3790341862801023,0.4091748515474717,-0.7143923967839526,baja
0.6014126223536983,2.5708663594598904,-2.2203296059503,baja
-1.1174317619708924,-0.6268174221421661,-0.1877503142519448,baja
3.896267495525548,-0.5660095012871524,-4.78506895903071,baja
-1.604226148893827,0.7680691589462612,-1.0111572406568832,baja
-0.9377433684574926,-0.4305169562024079,-1.7315150297633417,baja
-0.329461387807489,-0.5575962144705247,-1.4945238543109207,baja
-1.6309614504970478,0.6761367425994567,-0.2676205803352439,baja
-1.7378650262843949,1.0769634817125984,-0.232255673613088,baja
-0.0318334492412975,0.6889597597938233,-2.227144751234677,baja
-0.545414930855091,-0.3087969207927786,-0.9046987120512252,baja
-1.211955811512179,0.9078326892212132,-0.9633421019799284,baja
-1.3281703577759645,-1.146820302396396,-0.5922038014939575,baja
-1.3474508698044654,2.45324357141576,-0.1277576999332394,baja
-1.0632039285327084,1.0551654575051603,-1.1074562240311152,baja
-0.1500259945367762,-2.3649803823807245,-1.1639250466089883,baja
2.0728090599473474,3.068626725012172,-2.5777128822968685,baja
-0.992741227912988,-2.5991868918246466,-0.7799816455108894,baja
-1.2704035264065576,-0.6019431272267468,-0.9482033266381644,baja
-1.4157349260744942,0.5214122309265662,-1.0283090485303,baja
-0.4778440559928909,-2.3817755437404027,-1.8725197947318264,baja
-1.262842783536309,1.4484350187547337,-1.020083452987458,baja
-1.5552003311909628,0.737049711073858,-0.5269968265768911,baja
-1.8545599936602613,1.1076577353121155,-0.5036816639236066,baja
0.943202927450196,-2.298232721726344,-2.419846369665891,baja
-1.6844519631473427,1.191522843401338,-0.2779095130222209,baja
-1.4625121794080145,2.413362970181827,-0.9912357461386614,baja
-1.1320184102405448,-1.0575802806319536,-1.424520071597554,baja
0.4639149256190263,-2.021147242413701,-1.803546546762444,baja
-0.4783562737686929,-1.2434278992131385,-1.3133791425759207,baja
-1.5790138663327704,-0.3790808123216312,-0.1831584702122356,baja
-1.0840093980535177,-1.0325271822815978,-0.9193231911885622,baja
-0.8402947518267777,-0.6653493862057934,-1.362019262194616,baja
0.3562793978893275,2.7816566636724933,-1.1812491192479742,baja
-1.6227475561833593,0.5933415593687869,-0.5426159188548249,baja
-1.287803968642954,-1.0684074873693434,-0.1505267785199285,baja
-1.0476984395516495,-1.298373183006816,-0.2715576407608359,baja
-1.18504358935957,2.746587166502151,-0.8609009906132472,baja
-0.9860850404963056,-1.12959815950057,-1.2892859806850443,baja
-0.165351042899575,-0.4263362786388133,-1.6686165198600866,baja
-1.2146146589662243,0.6816558759671544,-1.4506491726876884,baja
-0.2257683891444374,-0.7469409776968543,-1.2909427946377623,baja
-1.2931751892457852,-1.367233284665362,-1.2890041147092837,baja
-1.5621520224295051,0.5828581548778972,-1.0504850384786797,baja
1.8280489453639417,-0.1643504319008514,-3.249891460341674,baja
-1.035682901913094,0.713875914788983,-1.294946672976301,baja
-0.9288076159295696,1.0448280748935188,-1.3415300328528177,baja
0.0224530543691898,-0.7474679876894741,-2.5054240838324504,baja
-0.894125361364297,0.8147411153319445,-1.3556902666596613,baja
-1.7827590257764183,2.000296233282901,-1.023365647165846,baja
-1.477063273685029,0.5891000160905765,-0.84660874566104,baja
-1.5633343110521596,-0.777030686301017,-0.3957722811412435,baja
-1.9342212976711173,2.0998007521286706,-0.6890599211350024,baja
-1.376935803034953,-0.3578055879493164,-0.5844951218232517,baja
-1.0867946674852202,-0.8354365183342258,0.2468422263076384,baja
-1.1252116479807155,-0.7095197250285669,-0.0138642486441218,baja
-1.4632879927935911,1.2839127715296133,-0.5597677270488918,baja
-0.0017109258820519,-2.4710209098725646,-1.1936888430940051,baja
-0.5990899213594849,1.0498042510174297,-1.5056093117919038,baja
-0.6096200008119206,-0.4082723483659309,-1.4481761186120083,baja
-1.0346460877583288,0.5421915565137667,-1.5040294870975204,baja
-0.8279477683808685,-0.8682847240338128,-1.5877458399247573,baja
-0.5146670097799869,-0.5602911352552857,-0.4377230535441435,baja
0.1325086406813949,-1.98516197591633,-2.409005955486833,baja
-1.5039294986689438,1.0797887198947709,-0.3965939181734884,baja
-0.8515367414379449,0.9371113057965264,-1.2083952805811375,baja
0.0417813003548616,-0.9293933021032872,-1.9246535519469656,baja
-0.2419791327100986,-0.4855208457035541,-1.6961147143279005,baja
-1.0161242676527735,-0.5118929330923386,-0.3919675145167997,baja
-1.4787332209471968,2.042633511484959,-0.8632814476330773,baja
0.1963212348439674,-0.3618432782104583,-2.434394902313499,baja
-1.235824675340478,-1.428751757844527,-0.8223802638030747,baja
-1.4126650217551835,0.660647417341474,-0.9398537242741228,baja
-0.8217053358671484,-0.5245944784527502,-1.322439364773939,baja
-1.7203095999978788,0.5783142538487972,-0.7345875243974173,baja
-1.5239877436443017,-1.0402234890478634,-0.8186816517507475,baja
-0.9513800110522896,0.9614327096647672,-1.016639115202408,baja
1.7058105474856196,3.043128978820979,-3.640179604026071,baja
-0.8621784861007722,1.0167838751525344,-1.2910316623539422,baja
-0.5874753905567,-0.9941974371599736,-0.3377329010491324,baja
-1.3438870964791707,0.4130887164211677,-0.2465140890800521,baja
-1.4738971076575789,-1.0566775794784449,0.0878550719274881,baja
-1.5172769012226106,0.924719405260066,-1.107485792082379,baja
0.0693731573691632,-0.8327396223277955,-1.7532955128199244,baja
-1.024214982863456,0.6600723464284411,-1.7050487011292144,baja
-1.3013967345690776,1.2238411846548685,-0.7469086473551212,baja
-0.0641049699006253,2.4320940214447986,-0.2784477045220372,baja
-1.227377474399645,-0.423689276661218,-1.0038132702016591,baja
-0.4429966983302201,-1.3093106530166525,-2.1517337613765672,baja
1.4446956709814447,0.9004819594677916,-2.1035466011999384,baja
-0.5114963110122444,-0.8725146894269254,-0.4237454581734191,baja
-1.1988099176867753,1.4050085968042971,-0.9871858516193894,baja
-1.2219790062277571,2.47225276488899,-0.0358951688271629,baja
-0.0043858429909367,-1.342090466643696,-0.6644816086875505,baja
-0.8543282178269763,-1.2814332574785334,-1.5022843904702423,baja
-1.7281320904621007,1.2758182591743803,-0.131765624119153,baja
-0.5576631452518919,-0.5288083193786562,-0.5901480631959226,baja
-1.205251661687493,2.1339287337204453,-0.4281340565962454,baja
-0.2692985811028671,0.9956379933622584,-0.5732681584165205,baja
-1.4162527572249757,-1.3742416118755758,-1.2135839219329525,baja
-1.3807720725634132,1.0106881122674702,-1.312370609612294,baja
-1.19131079150302,-0.5812858082526157,-0.8183693417392046,baja
-1.276352474100891,2.3971045449264845,-0.1615201758791493,baja
-1.200399054330733,-1.127039045201037,-0.6226314616828693,baja
-1.1559857745521522,-0.8342210598507804,-0.7505392269226987,baja
-1.284577622968012,2.319307545391719,-1.1304332984869516,baja
-1.7949558587997716,-0.6857911647701902,-0.534496716954201,baja
-0.7626008157952333,1.185402184127188,-1.6240018106175873,baja
-1.5188989284783323,0.7011909720505517,-1.1859448503391412,baja
-0.0656008457651503,1.454948807885744,-1.779431756726569,baja
-0.370049633940309,-0.3794232382681795,-1.8871069132638345,baja
-0.3602558498834455,2.368498249212265,-1.5207645702745614,baja
-1.6255557488642356,-0.3933512340662572,-0.0527004451030419,baja
-1.3668302377718269,-0.5685034772761904,-0.6638813736574469,baja
-0.9184071263933962,-0.338703610023545,-1.5074763389343502,baja
-1.136491471604821,-1.038200031988337,-0.8850668462765569,baja
-0.4668582238597506,1.4870688643911356,-1.6537475211336197,baja
-0.3468116882934929,0.947180467959996,-1.4631169525144254,baja
-1.675436721706275,2.4686349412595314,-0.5642870746193619,baja
-1.3389135459413413,2.623449156270972,-0.90336906685728,baja
-1.325850684650405,-1.1651133467792831,-0.9168840339103266,baja
-1.0468699556265488,-0.5256435502096709,-0.7635790576957509,baja
0.8542923022935124,-0.7786354265358468,-0.5492778234330407,baja
3.2206367954148867,-0.4521686540812139,-2.465633039951511,baja
-1.278859857128194,-0.4557457796644171,-1.041445803092104,baja
0.0493724732921436,-0.6796769663259979,-1.7362718456299309,baja
-1.411272004392039,1.6515397913127294,-0.2286493323983671,baja
0.820288149192558,-0.2607253123366151,-2.1320161560605206,baja
-1.0051915560391165,-0.5673725089162006,-1.021237367693422,baja
-0.8456050178856973,-0.5294719796263121,-1.8008257604327345,baja
0.032000287967959,-1.0703024747919911,-2.257675985276697,baja
-1.6208954907071844,0.3619509822300499,-0.1081883778320394,baja
-0.3054391732320957,-0.8000806793438104,-1.55115210326098,baja
-0.8108349917922948,2.3557966328998248,-0.9547258002475764,baja
0.0914426942684802,-0.8692515014293352,-2.1698334683222127,baja
-1.177784650858182,1.0537510845718931,-0.9729923667585656,baja
-1.1045140626057433,1.488493327368584,-0.839029433046379,baja
-1.206316972160952,-1.1254030937256625,-0.1704417746464211,baja
-1.351634804691778,-0.7674015656781209,-0.890028057529471,baja
0.4039487028445845,-0.9931271581582242,-1.6850886306119046,baja
-1.321507892918114,-0.794727158455813,-1.310607184486052,baja
-1.866009768521998,1.388517959322691,-0.1734494162219684,baja
-1.6977591926091875,2.28663882675162,-0.653408339814935,baja
-1.2140742675199847,2.224665238328343,-0.8137145523439211,baja
-1.093393976379118,-1.1148275024856322,-0.4236092494165313,baja
-1.450360282654265,-0.301688396103993,-0.9170793465974116,baja
1.8877537342176816,-0.1020601626640757,-3.2336349895152923,baja
-0.0813516780841772,0.9502543548721768,-1.7442687536486978,baja
-1.03272894498152,2.4256255639187825,-1.286432060928132,baja
-1.7681797402894115,0.9769985606558724,-0.9838288075024372,baja
0.3438156520478879,-0.4062632088779003,-2.4847284953127766,baja
-1.2457946386342444,-2.475327036808988,-1.3833681478380808,baja
