PCA_1,PCA_2,PCA_3,PCA_4,class
-1.5518304343693743,0.8560694503528669,1.449184133112725,-0.3579427505953521,alta
1.1337532882537895,0.861052526235731,0.431744975437705,1.1722863292472283,baja
2.00059315953908,0.3758907873711524,0.6157156848818006,-0.7434710752518885,alta
2.4674587242915544,1.4778766535723409,-0.7375551688183472,-2.197796580284789,alta
2.2608139370645683,0.4060936220326828,1.139119907752529,-0.0919910968023731,media
-0.1370453964678458,2.148293346257561,0.793269914919579,-0.1004154910016536,baja
1.6891328703438058,0.4415590714620883,1.583795943034783,-0.7792925675038082,alta
2.336446685395633,1.7618578147735866,-0.8017699970863619,-1.3537012413681728,alta
2.1920284057412167,1.6765863347442345,-0.9503818192386828,-1.995944255647582,alta
2.8106582572936927,-0.2424743687587444,2.062298182362945,-0.4367118059031379,alta
-3.2251973108197016,1.9775075235595745,1.5775408093516232,0.3239407761938003,baja
1.0737135557717823,0.8108848496671015,1.219865350986215,-0.4147648639481066,alta
1.9117696441589875,1.5553502274298192,-0.2314679505188971,2.368838733174693,baja
2.438832762611183,2.7598936267146748,-1.8456370936722857,3.357861651542097,baja
2.4528998563886364,0.4003969892115238,1.328965445044856,-0.2427014057235943,media
-1.3834212038764082,2.425585522484165,0.5012109888288308,0.0613287984341846,baja
1.8420388320861631,1.1848000896692703,0.3354435389116145,-1.226724633729828,alta
0.6392505954038197,2.2953159908754874,-0.249653432395667,-1.2161495353123015,media
-1.130197373176578,2.7865575261922606,-0.8605257969180959,1.7870374769639996,baja
1.0425715085489426,0.3774883796597699,2.0897797083311707,-0.2849180532103644,alta
-0.4580283042581403,2.2261886832825337,-0.7827503634496568,-2.215363561423588,alta
0.5676073443244628,1.3363031067627107,0.8562356868531177,-0.9041535633982346,media
2.2061397127387967,0.5435214755446619,1.4956421298408389,0.129122084721868,media
3.112599812670239,0.758566961064952,-0.0015209810793453,-0.881660413804599,alta
1.0093405256824497,1.824792285291526,0.8424633065709171,1.989611525054976,baja
-0.389926922491942,2.2482768247442784,0.8281762430970925,-0.4311489263290046,baja
1.8060201971590049,1.3990132373530604,0.5299623633862468,-0.4574152933305868,media
3.287867374903027,-0.6794349957797626,2.0446402463540525,-0.1756297739838659,alta
-2.2092926433950324,2.7978806357371147,0.3552815470056282,-0.2393549447802422,baja
1.2751776235824606,0.9478606529102398,0.4225006510132664,0.5415020472483251,media
-0.4882428905414019,1.4280206571621092,0.803141772496193,-1.8263972895627023,alta
0.8772457420265929,1.158870440271193,0.2279462455772406,0.0682816404003924,media
0.2611272855934045,1.5171347656298504,1.8161144485606584,-0.5922839547807609,media
-1.5794917199783685,0.3572421287918897,3.207232528528884,-0.2994260688088037,alta
2.226565745047532,1.0179996400703033,0.6773820661083189,-0.1336161297133049,alta
0.0978259174819382,0.9886976418133628,1.996956534768831,0.7286807002572252,baja
1.7069152391962743,1.4825685419834798,-0.8363852965065245,-1.764892985907707,alta
0.8886034732200077,2.7897107260674616,-1.2270015749796754,-0.3517444274557331,baja
2.013926879293855,0.7742717994404861,-0.448642082123835,0.4099215194329649,alta
-2.465453456470358,2.343060359021941,1.8545974132516672,0.4917601729952155,baja
1.9466829702500563,0.1527665183269723,1.5028853216551858,-0.0371000614214857,media
0.9490680263822644,1.7132733774002649,0.7647467567867723,-0.0599316876319584,baja
0.7759778402587467,1.3186423677762067,-0.1519454190504443,-1.1279569549654025,alta
3.4973928379029613,0.8847097825547412,-1.622859756701322,-0.5932347358659431,alta
1.8666572846942624,0.8018269532847384,1.0352544539719708,-0.6744288666896949,media
1.0285190951081085,2.2397407147508552,-1.387446683627696,-0.2280683338295726,media
0.8140184314514464,0.6701735867654324,1.6377044622682582,3.673730310628098,baja
0.6443424978591872,1.9424782325292984,0.2178820222598658,-0.9268513456140748,media
2.0629569332008293,0.4481833593072793,1.1804861144936778,-0.2887767597903726,media
1.2594557132531994,1.7949473405243543,0.583284621147809,-0.2279946899985959,baja
-1.4143830894052856,1.8046641004149253,1.384597547704279,-0.9409475748365158,alta
-0.430643976343749,2.098636489646346,-1.022256522072738,-0.8859483597826833,baja
-2.351716860449649,1.7223345013800184,1.6619523343942275,-0.6528505610960131,alta
1.2680299005793114,2.8054285553527696,-0.9255062921120124,-1.167529942600647,baja
-1.3038657617438456,2.53951806796393,-0.0712849974326976,-1.4421703104860104,media
1.32699284631088,1.798216430005957,0.2790629540695804,2.2940498815250203,baja
0.8692592681000929,1.544731474145128,0.8254994039016822,-0.6033036147931083,media
0.5467498077371757,2.388011412974885,0.0939122899380244,-0.0445313180944332,baja
1.3238628966854176,0.5013721900487687,1.498236872487438,-0.8130028081264666,alta
-0.1531669815283759,2.6432545486592,0.0266572500109992,0.7214451083545877,baja
-0.452014075064448,1.4455216282584276,1.260807091438643,0.959629640362068,baja
0.3421152931677494,1.2635366987078802,0.7999599206463477,0.939520898303714,baja
2.1605630126011137,0.396700911419711,0.9444783179526864,1.0173968886085858,baja
1.587474441630771,0.0665054918637844,0.781777786810781,0.1576919636636738,alta
1.9341043358331933,0.5281608271391598,0.6601736741906845,-0.9066368531932816,alta
1.785694675714829,0.3982302466225589,1.4893995796651067,-0.2675219244168375,media
2.235130385390576,0.4620377319171225,1.0583094770669534,2.0567655355751064,media
1.6545867228250946,4.776067001185412e-05,1.748640943869572,0.424233105815786,media
-0.5803193922409475,2.710041602899048,-0.5583969901151469,-1.372971505693809,media
0.92351459949024,1.0627652654691166,0.7880245006631222,0.4696182674630983,media
-2.3017783538554486,1.9136052390784903,2.160327972530349,-0.9417239381713888,alta
1.910819633140728,0.9877555116985278,-0.575208522905877,0.1731672391166392,media
0.3854617979872625,1.61583613317846,0.2318344871113831,-0.6698375296358421,media
1.2016955452212394,1.608478371539459,-1.012339691320943,1.9159632717575936,baja
0.7271246196738326,1.3388708583219555,0.6302842705508599,-1.0563050667341407,media
1.853706355744615,1.2242401894785726,0.4998452321125142,0.9329098889620792,media
-1.9155124594225517,1.9696297005190333,1.0902661973717642,0.0354155179896304,media
2.3356200772610296,1.4208416758300353,-0.0654706962701325,-0.3132001233621227,media
2.152589130470645,1.6516529838217495,0.1950529141924757,3.2552431319303934,baja
1.1051724125556504,2.1942448829113506,-0.478265803515937,-0.3006659926264508,baja
1.1486271548212674,1.9019549671935512,-0.947616216511164,1.0269710170233166,baja
-1.3463557343542998,1.9063896345284463,1.3106415605429795,-0.1463306604487651,baja
-2.599013016974064,1.5988714546196596,1.494705729177752,-0.6930899969597436,alta
0.735114424159061,1.361816503693282,0.853466689423106,0.7958890920857198,media
2.538035853555143,0.9492392648354264,-0.1429081735879954,-0.005736181897425,alta
1.7161691935324563,1.6663763640171614,-0.5092133025647826,0.888175811196676,baja
2.004720812069193,0.986286281587583,1.306212514909446,0.6643655509097963,baja
-0.3694634343820166,1.1756650281410972,1.7940734668819411,0.8557355737499421,baja
0.7209231373418233,0.5490053341223965,1.7857501564241758,0.599171449139494,baja
2.2060212317466927,1.7134253391104095,-1.1913002244605753,-0.8256728055363787,media
-1.8345099591262493,3.1499168977081604,0.5629923799766533,0.9498697803962942,baja
