film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day,class
1483,447,1020000,17,0,2,8.85,60000.0,17,192.090395480226,2018-04-22,4,2,22,baja
1485,536,720000,12,0,1,12.0,60000.0,12,100.0,2018-05-12,5,2,12,baja
1493,62,7610000,113,0,14,5.7,67345.13274336283,113,1982.4561403508767,2018-04-19,4,2,19,baja
1556,169,7150000,84,0,6,13.53,85119.04761904762,84,620.8425720620843,2018-08-30,8,3,30,baja
1481,519,150000,3,0,3,0.4,50000.0,3,750.0,2018-10-13,10,4,13,baja
1480,489,1800000,12,0,3,16.0,150000.0,12,75.0,2018-04-09,4,2,9,baja
1566,165,320000,4,0,2,0.37,80000.0,4,1081.081081081081,2018-09-26,9,3,26,baja
1494,172,6960000,87,0,6,10.67,80000.0,87,815.3701968134959,2018-06-21,6,2,21,baja
1554,247,15520000,222,0,2,29.52,69909.90990990991,222,752.0325203252032,2018-08-16,8,3,16,baja
1551,313,2960000,39,0,6,2.14,75897.43589743589,39,1822.429906542056,2018-06-15,6,2,15,baja
1493,324,840000,21,0,3,3.48,40000.0,21,603.448275862069,2018-06-12,6,2,12,baja
1556,248,1820000,26,0,2,1.88,70000.0,26,1382.978723404255,2018-08-22,8,3,22,baja
1558,52,19200000,160,0,7,6.84,120000.0,160,2339.181286549708,2018-08-03,8,3,3,baja
1484,168,3200000,32,0,3,7.9,100000.0,32,405.0632911392405,2018-04-27,4,2,27,baja
1484,237,350000,7,0,6,0.34,50000.0,7,2058.8235294117644,2018-03-20,3,1,20,baja
1498,314,6000000,150,0,2,31.06,40000.0,150,482.9362524146813,2018-07-10,7,3,10,baja
1511,352,6640000,85,0,4,19.86,78117.64705882352,85,427.9959718026183,2018-07-07,7,3,7,baja
1587,249,760000,38,0,1,8.74,20000.0,38,434.7826086956521,2018-10-31,10,4,31,baja
1493,534,1560000,39,0,4,19.12,40000.0,39,203.97489539748955,2018-07-03,7,3,3,baja
1498,172,1200000,24,0,2,8.28,50000.0,24,289.8550724637682,2018-09-12,9,3,12,baja
1493,245,3600000,60,0,7,20.41,60000.0,60,293.97354238118567,2018-06-27,6,2,27,baja
1485,524,9550000,64,0,6,8.14,149218.75,64,786.2407862407862,2018-04-29,4,2,29,baja
1572,195,7000000,96,0,4,7.06,72916.66666666667,96,1359.773371104816,2018-10-20,10,4,20,baja
1485,51,500000,5,0,2,0.43,100000.0,5,1162.7906976744184,2018-03-20,3,1,20,baja
1575,556,6330000,55,0,2,10.38,115090.90909090907,55,529.8651252408478,2018-10-14,10,4,14,baja
1576,442,13500000,140,2,2,31.67,96428.57142857143,138,442.0587306599305,2018-10-11,10,4,11,baja
1578,251,5250000,75,0,6,16.67,70000.0,75,449.9100179964007,2018-10-26,10,4,26,baja
1578,528,780000,8,0,2,8.16,97500.0,8,98.0392156862745,2018-10-28,10,4,28,baja
1498,194,100000,2,0,2,0.38,50000.0,2,526.3157894736843,2018-07-02,7,3,2,baja
1576,562,1020000,17,0,2,4.38,60000.0,17,388.12785388127855,2018-10-22,10,4,22,baja
1554,333,6000000,100,0,6,7.65,60000.0,100,1307.18954248366,2018-08-06,8,3,6,baja
1576,496,2360000,52,0,4,12.09,45384.61538461538,52,430.1075268817204,2018-09-29,9,3,29,baja
1483,181,7740000,84,0,11,5.69,92142.85714285714,84,1476.2741652021089,2018-04-07,4,2,7,baja
1493,471,1040000,13,0,1,3.71,80000.0,13,350.40431266846366,2018-06-15,6,2,15,baja
1494,380,2100000,24,0,2,12.0,87500.0,24,200.0,2018-07-26,7,3,26,baja
1493,57,1250000,25,0,6,1.23,50000.0,25,2032.520325203252,2018-06-11,6,2,11,baja
1494,466,1080000,36,0,3,7.02,30000.0,36,512.8205128205128,2018-07-24,7,3,24,baja
1497,34,2500000,45,0,3,6.52,55555.55555555556,45,690.1840490797547,2018-06-02,6,2,2,baja
1554,524,85810000,617,3,17,18.21,139076.17504051863,614,3388.248215266337,2018-08-06,8,3,6,baja
1485,253,1050000,15,0,3,5.26,70000.0,15,285.171102661597,2018-03-29,3,1,29,baja
1496,88,2200000,23,0,5,3.84,95652.17391304349,23,598.9583333333334,2018-05-17,5,2,17,baja
1482,480,735000,23,0,1,20.91,31956.52173913044,23,109.9952175992348,2018-06-07,6,2,7,baja
1493,184,5600000,82,0,5,6.64,68292.68292682926,82,1234.9397590361446,2018-05-25,5,2,25,baja
1576,245,6510000,93,0,5,5.81,70000.0,93,1600.688468158348,2018-09-30,9,3,30,baja
1498,83,400000,4,0,6,0.46,100000.0,4,869.5652173913043,2018-06-27,6,2,27,baja
1572,492,1680000,39,0,1,18.75,43076.92307692308,39,208.0,2018-10-11,10,4,11,baja
1550,210,3760000,47,0,6,24.87,80000.0,47,188.9827100924809,2018-06-22,6,2,22,baja
1563,341,650000,13,0,4,2.95,50000.0,13,440.6779661016949,2018-10-08,10,4,8,baja
1562,448,33010000,224,0,6,16.67,147366.07142857142,224,1343.73125374925,2018-09-05,9,3,5,baja
1556,72,10080000,86,0,7,4.6,117209.3023255814,86,1869.5652173913047,2018-09-07,9,3,7,baja
1484,273,1420000,30,0,2,4.05,47333.333333333336,30,740.7407407407408,2018-05-05,5,2,5,baja
1498,514,560000,7,0,4,1.51,80000.0,7,463.5761589403973,2018-08-12,8,3,12,baja
1493,164,10500000,198,0,12,8.4,53030.30303030303,198,2357.142857142857,2018-05-30,5,2,30,baja
1497,479,1600000,23,14,2,6.8,69565.21739130435,9,338.2352941176471,2018-05-23,5,2,23,baja
1492,43,400000,5,0,3,0.37,80000.0,5,1351.3513513513517,2018-05-07,5,2,7,baja
1495,495,960000,16,0,3,1.87,60000.0,16,855.614973262032,2018-05-27,5,2,27,baja
1495,485,7060000,69,0,4,12.99,102318.84057971014,69,531.1778290993071,2018-06-02,6,2,2,baja
1492,201,1750000,25,0,2,3.94,70000.0,25,634.5177664974619,2018-06-17,6,2,17,baja
1485,522,12720000,106,0,5,22.32,120000.0,106,474.9103942652329,2018-03-16,3,1,16,baja
1483,184,21680000,271,0,7,14.89,80000.0,271,1820.013431833445,2018-03-28,3,1,28,baja
1494,381,1440000,24,0,4,3.53,60000.0,24,679.8866855524079,2018-05-20,5,2,20,baja
1497,248,8890000,127,0,2,9.2,70000.0,127,1380.4347826086955,2018-05-31,5,2,31,baja
1499,98,11480000,96,5,7,3.12,119583.33333333331,91,3076.9230769230767,2018-08-02,8,3,2,baja
1495,52,12800000,128,0,3,12.77,100000.0,128,1002.3492560689116,2018-05-06,5,2,6,baja
1483,181,5090000,53,0,7,4.8,96037.7358490566,53,1104.1666666666667,2018-04-21,4,2,21,baja
1573,479,2880000,36,0,3,7.1,80000.0,36,507.0422535211268,2018-10-24,10,4,24,baja
1493,390,4100000,41,0,6,21.69,100000.0,41,189.02720147533424,2018-08-06,8,3,6,baja
1567,141,400000,5,0,1,5.75,80000.0,5,86.95652173913044,2018-09-18,9,3,18,baja
1554,517,1200000,24,0,1,15.79,50000.0,24,151.9949335022166,2018-10-05,10,4,5,baja
1495,445,2280000,19,0,9,2.29,120000.0,19,829.6943231441048,2018-05-13,5,2,13,baja
1483,338,7840000,98,0,3,13.28,80000.0,98,737.9518072289156,2018-03-30,3,1,30,baja
1511,484,120000,4,0,2,1.33,30000.0,4,300.7518796992481,2018-07-31,7,3,31,baja
1482,168,13300000,133,2,4,16.63,100000.0,131,799.7594708358389,2018-04-12,4,2,12,baja
1485,89,9000000,75,0,4,16.59,120000.0,75,452.0795660036167,2018-04-08,4,2,8,baja
1494,163,16200000,148,0,5,18.27,109459.45945945944,148,810.071154898741,2018-05-27,5,2,27,baja
1498,312,720000,9,0,3,4.69,80000.0,9,191.89765458422173,2018-08-22,8,3,22,baja
1494,194,1960000,44,0,3,2.59,44545.454545454544,44,1698.841698841699,2018-06-08,6,2,8,baja
1486,513,3480000,58,0,1,23.39,60000.0,58,247.9692176143652,2018-05-05,5,2,5,baja
1563,352,2250000,15,0,3,4.75,150000.0,15,315.7894736842105,2018-08-30,8,3,30,baja
1554,266,66000000,440,0,8,10.43,150000.0,440,4218.6001917545545,2018-07-30,7,3,30,baja
1493,245,1380000,23,0,2,27.38,60000.0,23,84.00292184075968,2018-07-15,7,3,15,baja
1482,417,48305000,496,0,5,24.92,97389.1129032258,496,1990.369181380417,2018-04-12,4,2,12,baja
1576,238,13350000,445,0,6,30.65,30000.0,445,1451.8760195758566,2018-10-09,10,4,9,baja
1494,496,870000,29,6,3,13.49,30000.0,23,214.9740548554485,2018-06-12,6,2,12,baja
1569,344,6900000,46,0,3,5.74,150000.0,46,801.3937282229964,2018-09-27,9,3,27,baja
1498,184,560000,7,0,5,0.54,80000.0,7,1296.296296296296,2018-06-28,6,2,28,baja
1481,285,6700000,67,0,2,20.94,100000.0,67,319.9617956064947,2018-05-11,5,2,11,baja
1498,214,200000,4,0,6,0.46,50000.0,4,869.5652173913043,2018-09-24,9,3,24,baja
1480,89,8040000,67,0,5,16.75,120000.0,67,400.0,2018-04-06,4,2,6,baja
1484,50,1500000,15,0,3,2.81,100000.0,15,533.8078291814946,2018-03-18,3,1,18,baja
1482,526,2400000,25,0,2,4.53,96000.0,25,551.8763796909492,2018-03-22,3,1,22,baja
1556,195,2600000,26,0,6,1.27,100000.0,26,2047.244094488189,2018-09-17,9,3,17,baja
1576,396,28100000,281,0,4,26.09,100000.0,281,1077.0410118819473,2018-10-19,10,4,19,baja
1575,448,40609999,281,0,6,20.01,144519.56939501778,281,1404.2978510744626,2018-10-07,10,4,7,baja
1494,72,4200000,35,0,3,3.44,120000.0,35,1017.4418604651162,2018-06-23,6,2,23,baja
1493,425,4920000,164,0,2,20.5,30000.0,164,800.0,2018-05-22,5,2,22,baja
1576,250,17360000,217,0,6,7.65,80000.0,217,2836.6013071895422,2018-10-03,10,4,3,baja
1573,196,4900000,49,0,3,4.0,100000.0,49,1225.0,2018-10-15,10,4,15,baja
1572,441,400000,8,0,6,0.51,50000.0,8,1568.627450980392,2018-10-23,10,4,23,baja
1571,142,200000,2,0,3,1.85,100000.0,2,108.1081081081081,2018-10-08,10,4,8,baja
1494,194,5750000,115,0,2,21.86,50000.0,115,526.075022872827,2018-06-29,6,2,29,baja
1576,556,18960000,167,0,7,7.16,113532.93413173652,167,2332.4022346368715,2018-10-13,10,4,13,baja
1483,344,10950000,79,0,1,29.7,138607.59493670886,79,265.993265993266,2018-05-21,5,2,21,baja
1554,34,93720000,785,0,8,24.84,119388.53503184712,785,3160.2254428341384,2018-08-16,8,3,16,baja
1562,321,600000,12,0,1,2.75,50000.0,12,436.3636363636363,2018-09-10,9,3,10,baja
1481,448,5400000,36,0,3,6.32,150000.0,36,569.620253164557,2018-06-24,6,2,24,baja
1554,184,6560000,82,0,6,5.48,80000.0,82,1496.3503649635036,2018-08-15,8,3,15,baja
1565,450,1050000,7,0,4,1.54,150000.0,7,454.5454545454545,2018-08-18,8,3,18,baja
1560,72,1440000,12,0,14,0.99,120000.0,12,1212.121212121212,2018-07-30,7,3,30,baja
1553,427,1660000,12,0,5,2.45,138333.33333333334,12,489.79591836734687,2018-10-24,10,4,24,baja
1498,344,18900000,136,0,4,12.93,138970.58823529413,136,1051.8174787316318,2018-07-13,7,3,13,baja
1481,304,11330000,93,0,4,15.82,121827.95698924732,93,587.8634639696586,2018-05-30,5,2,30,baja
1556,180,7430000,99,0,6,9.02,75050.50505050505,99,1097.5609756097565,2018-09-14,9,3,14,baja
1486,163,7920000,66,0,5,32.2,120000.0,66,204.9689440993789,2018-04-11,4,2,11,baja
1482,56,1200000,16,0,4,1.16,75000.0,16,1379.3103448275865,2018-05-27,5,2,27,baja
1554,350,16400000,164,0,3,24.62,100000.0,164,666.1251015434606,2018-08-29,8,3,29,baja
1493,484,660000,22,0,3,4.89,30000.0,22,449.89775051124747,2018-05-29,5,2,29,baja
1500,304,12800000,160,0,6,15.69,80000.0,160,1019.757807520714,2018-09-12,9,3,12,baja
1485,466,6000000,100,0,3,19.49,60000.0,100,513.0836326321191,2018-03-22,3,1,22,baja
1486,427,240000,2,0,2,1.03,120000.0,2,194.1747572815534,2018-03-26,3,1,26,baja
1498,34,1440000,12,0,4,1.5,120000.0,12,800.0,2018-06-27,6,2,27,baja
1485,88,12500000,125,0,5,4.14,100000.0,125,3019.3236714975847,2018-04-13,4,2,13,baja
1576,166,3520000,45,0,6,3.16,78222.22222222222,45,1424.0506329113923,2018-10-01,10,4,1,baja
1576,262,3100000,33,0,1,20.5,93939.39393939394,33,160.97560975609758,2018-11-02,11,4,2,baja
1495,450,32850000,227,0,6,16.49,144713.6563876652,227,1376.5918738629473,2018-05-13,5,2,13,baja
1562,328,490000,7,0,5,3.18,70000.0,7,220.125786163522,2018-10-10,10,4,10,baja
1554,432,6000000,79,0,8,3.24,75949.3670886076,79,2438.271604938272,2018-08-09,8,3,9,baja
1554,536,160000,2,0,1,2.0,80000.0,2,100.0,2018-09-26,9,3,26,baja
1569,72,600000,5,0,6,0.83,120000.0,5,602.4096385542169,2018-10-20,10,4,20,baja
1558,172,4640000,58,0,4,11.84,80000.0,58,489.8648648648649,2018-08-23,8,3,23,baja
1499,451,400000,8,0,2,3.48,50000.0,8,229.8850574712644,2018-06-25,6,2,25,baja
1481,141,5520000,69,0,2,26.74,80000.0,69,258.04038893044134,2018-04-03,4,2,3,baja
1554,172,18800000,235,0,6,24.87,80000.0,235,944.9135504624044,2018-07-15,7,3,15,baja
1482,181,8900000,89,0,3,13.93,100000.0,89,638.9088298636037,2018-03-22,3,1,22,baja
1494,34,3720000,31,0,2,14.09,120000.0,31,220.0141944641589,2018-07-08,7,3,8,baja
1554,273,210000,5,0,1,1.35,42000.0,5,370.3703703703703,2018-10-21,10,4,21,baja
1554,183,64700000,647,0,6,22.94,100000.0,647,2820.401046207497,2018-07-29,7,3,29,baja
1481,259,7240000,181,0,2,28.46,40000.0,181,635.9803232607168,2018-05-23,5,2,23,baja
1483,248,11480000,164,0,3,7.92,70000.0,164,2070.7070707070707,2018-04-14,4,2,14,baja
1484,417,14730000,155,0,3,21.35,95032.25806451614,155,725.9953161592505,2018-04-08,4,2,8,baja
1553,415,2310000,33,0,1,9.82,70000.0,33,336.0488798370672,2018-10-31,10,4,31,baja
1558,450,11250000,75,0,4,14.59,150000.0,75,514.0507196710075,2018-08-06,8,3,6,baja
1576,468,2915000,48,0,3,10.88,60729.16666666666,48,441.1764705882353,2018-10-10,10,4,10,baja
1552,313,5000000,70,0,6,3.84,71428.57142857143,70,1822.9166666666667,2018-07-12,7,3,12,baja
1486,431,2680000,38,0,6,24.36,70526.31578947368,38,155.99343185550083,2018-06-02,6,2,2,baja
1492,238,480000,8,0,3,1.29,60000.0,8,620.1550387596899,2018-08-01,8,3,1,baja
1493,501,1930000,43,0,1,21.39,44883.72093023256,43,201.0285179990649,2018-05-13,5,2,13,baja
1485,300,1160000,29,0,1,8.92,40000.0,29,325.1121076233184,2018-05-15,5,2,15,baja
1481,43,1200000,30,0,3,3.08,40000.0,30,974.025974025974,2018-05-30,5,2,30,baja
1558,169,12600000,126,2,4,30.43,100000.0,124,414.0650673677293,2018-08-09,8,3,9,baja
1484,160,16000000,200,0,8,6.76,80000.0,200,2958.579881656805,2018-03-23,3,1,23,baja
1559,521,480000,8,0,1,4.44,60000.0,8,180.18018018018017,2018-08-10,8,3,10,baja
1482,248,5110000,73,0,2,5.29,70000.0,73,1379.962192816635,2018-04-20,4,2,20,baja
1482,532,280000,4,0,2,0.67,70000.0,4,597.0149253731342,2018-04-30,4,2,30,baja
1554,514,5100000,51,1,6,7.31,100000.0,50,697.6744186046511,2018-09-06,9,3,6,baja
1572,518,9180000,160,0,11,15.89,57375.0,160,1006.9225928256764,2018-10-14,10,4,14,baja
1499,248,4410000,63,0,2,4.57,70000.0,63,1378.5557986870897,2018-07-18,7,3,18,baja
1556,518,19920000,253,0,9,22.49,78735.17786561266,253,1124.9444197421078,2018-08-23,8,3,23,baja
1499,531,1620000,27,0,4,10.93,60000.0,27,247.02653247941444,2018-07-04,7,3,4,baja
1558,396,700000,7,0,3,1.59,100000.0,7,440.251572327044,2018-08-12,8,3,12,baja
1485,321,2550000,51,0,1,11.7,50000.0,51,435.897435897436,2018-05-04,5,2,4,baja
1486,476,1160000,12,0,3,0.74,96666.66666666669,12,1621.6216216216217,2018-04-05,4,2,5,baja
1493,430,1900000,21,0,3,7.78,90476.19047619047,21,269.92287917737787,2018-05-14,5,2,14,baja
1576,352,21700000,161,0,7,7.81,134782.60869565216,161,2061.4596670934698,2018-10-01,10,4,1,baja
1484,52,26850000,273,0,6,8.05,98351.64835164836,273,3391.3043478260865,2018-04-18,4,2,18,baja
1497,210,5920000,74,0,2,31.62,80000.0,74,234.0290955091714,2018-06-13,6,2,13,baja
1500,204,70000,1,0,6,0.05,70000.0,1,2000.0,2018-09-28,9,3,28,baja
1493,504,980000,14,0,4,1.75,70000.0,14,800.0,2018-05-16,5,2,16,baja
1576,537,1600000,32,0,2,6.87,50000.0,32,465.7933042212518,2018-10-12,10,4,12,baja
1485,81,5200000,52,0,2,7.43,100000.0,52,699.8654104979812,2018-04-20,4,2,20,baja
1554,502,550000,11,0,1,4.7,50000.0,11,234.04255319148936,2018-09-05,9,3,5,baja
1499,155,4360000,61,0,6,5.19,71475.40983606558,61,1175.3371868978804,2018-06-28,6,2,28,baja
1494,196,1040000,13,0,1,21.67,80000.0,13,59.99077065066912,2018-07-10,7,3,10,baja
1494,498,660000,11,0,1,4.4,60000.0,11,250.0,2018-06-28,6,2,28,baja
1565,522,2400000,16,0,3,6.2,150000.0,16,258.06451612903226,2018-08-17,8,3,17,baja
1482,34,3000000,30,0,1,27.27,100000.0,30,110.01100110011002,2018-06-08,6,2,8,baja
1559,534,2310000,33,0,3,14.54,70000.0,33,226.9601100412655,2018-08-24,8,3,24,baja
1482,484,180000,3,0,1,2.0,60000.0,3,150.0,2018-05-04,5,2,4,baja
1562,479,560000,7,0,3,1.38,80000.0,7,507.2463768115943,2018-09-16,9,3,16,baja
1556,499,5040000,84,3,2,18.5,60000.0,81,454.05405405405406,2018-08-28,8,3,28,baja
1499,120,4000000,40,0,7,1.53,100000.0,40,2614.37908496732,2018-06-30,6,2,30,baja
1556,254,280000,4,0,4,0.4,70000.0,4,1000.0,2018-09-05,9,3,5,baja
1556,480,3290000,47,0,3,14.24,70000.0,47,330.0561797752809,2018-09-26,9,3,26,baja
1481,277,3200000,40,0,2,5.48,80000.0,40,729.92700729927,2018-03-30,3,1,30,baja
1482,482,4440000,148,0,3,18.27,30000.0,148,810.071154898741,2018-04-28,4,2,28,baja
1481,471,4320000,54,0,1,15.43,80000.0,54,349.9675955930007,2018-05-02,5,2,2,baja
1554,141,29400000,200,0,5,14.87,147000.0,200,1344.9899125756558,2018-09-03,9,3,3,baja
1511,442,880000,11,0,2,2.82,80000.0,11,390.0709219858156,2018-07-16,7,3,16,baja
1559,142,400000,4,0,3,3.1,100000.0,4,129.03225806451613,2018-08-08,8,3,8,baja
1492,191,700000,14,0,3,0.89,50000.0,14,1573.0337078651685,2018-05-28,5,2,28,baja
1499,210,12640000,158,0,8,28.62,80000.0,158,552.0614954577218,2018-07-25,7,3,25,baja
1558,180,4880000,61,0,4,8.33,80000.0,61,732.2929171668667,2018-08-20,8,3,20,baja
1556,56,3600000,38,0,12,0.92,94736.84210526316,38,4130.434782608695,2018-09-15,9,3,15,baja
1484,368,3200000,64,0,1,17.3,50000.0,64,369.9421965317919,2018-04-23,4,2,23,baja
1568,546,6000000,40,0,3,20.51,150000.0,40,195.02681618722573,2018-10-05,10,4,5,baja
1485,450,11400000,97,0,6,7.04,117525.77319587627,97,1377.8409090909092,2018-03-14,3,1,14,baja
1554,166,25060000,397,0,6,27.86,63123.425692695215,397,1424.9820531227567,2018-08-04,8,3,4,baja
1494,262,15900000,178,0,3,18.54,89325.84269662922,178,960.0862998921252,2018-05-24,5,2,24,baja
1484,533,180000,3,0,1,2.73,60000.0,3,109.8901098901099,2018-05-04,5,2,4,baja
1495,266,7500000,50,0,4,7.58,150000.0,50,659.6306068601583,2018-05-31,5,2,31,baja
1563,88,360000,3,0,4,1.17,120000.0,3,256.4102564102564,2018-09-08,9,3,8,baja
1494,225,1785000,51,0,10,2.25,35000.0,51,2266.666666666667,2018-06-26,6,2,26,baja
1575,34,5100000,85,0,3,25.76,60000.0,85,329.96894409937886,2018-10-20,10,4,20,baja
1493,299,1500000,36,0,1,7.71,41666.66666666666,36,466.92607003891055,2018-05-26,5,2,26,baja
1485,253,5810000,83,0,3,7.0,70000.0,83,1185.7142857142858,2018-03-27,3,1,27,baja
1493,445,2820000,47,0,2,25.97,60000.0,47,180.9780515979977,2018-06-26,6,2,26,baja
1492,489,3150000,21,0,5,10.4,150000.0,21,201.9230769230769,2018-05-10,5,2,10,baja
1484,222,2160000,27,0,1,32.14,80000.0,27,84.00746733042938,2018-05-20,5,2,20,baja
1556,144,3040000,38,0,4,2.46,80000.0,38,1544.7154471544716,2018-09-28,9,3,28,baja
1481,517,300000,6,0,1,3.95,50000.0,6,151.89873417721518,2018-07-22,7,3,22,baja
1587,48,21540000,359,0,14,9.92,60000.0,359,3618.9516129032254,2018-11-03,11,4,3,baja
1556,451,200000,4,0,4,0.87,50000.0,4,459.7701149425287,2018-09-15,9,3,15,baja
1498,515,1450000,29,0,2,2.79,50000.0,29,1039.426523297491,2018-08-06,8,3,6,baja
1485,245,5100000,85,0,3,21.04,60000.0,85,403.9923954372624,2018-04-29,4,2,29,baja
1572,89,15050000,186,0,8,29.06,80913.97849462366,186,640.0550584996558,2018-11-03,11,4,3,baja
1485,455,13040000,163,7,3,15.52,80000.0,156,1050.257731958763,2018-04-14,4,2,14,baja
1482,165,2560000,32,0,4,2.39,80000.0,32,1338.9121338912132,2018-03-22,3,1,22,baja
1483,266,10350000,69,0,5,8.36,150000.0,69,825.3588516746412,2018-04-29,4,2,29,baja
1495,473,550000,11,0,1,4.17,50000.0,11,263.78896882494007,2018-07-22,7,3,22,baja
1511,344,59550000,400,0,6,25.03,148875.0,400,1598.0823012385138,2018-07-13,7,3,13,baja
1493,204,2870000,41,0,14,0.95,70000.0,41,4315.789473684211,2018-07-23,7,3,23,baja
1553,381,3450000,69,0,4,10.15,50000.0,69,679.8029556650247,2018-11-01,11,4,1,baja
1587,529,2460000,30,0,4,4.83,82000.0,30,621.1180124223603,2018-11-03,11,4,3,baja
1576,539,100000,2,3,2,0.65,50000.0,-1,307.6923076923077,2018-10-28,10,4,28,baja
1554,499,8800000,88,0,3,12.92,100000.0,88,681.1145510835913,2018-08-06,8,3,6,baja
1485,266,7950000,53,0,4,8.28,150000.0,53,640.0966183574881,2018-04-09,4,2,9,baja
1562,312,2640000,33,0,7,5.08,80000.0,33,649.6062992125984,2018-09-24,9,3,24,baja
1484,312,5040000,89,0,6,17.18,56629.213483146064,89,518.0442374854482,2018-05-23,5,2,23,baja
1495,522,1650000,11,0,3,4.31,150000.0,11,255.2204176334107,2018-06-16,6,2,16,baja
1495,522,2520000,28,0,5,5.58,90000.0,28,501.7921146953405,2018-06-10,6,2,10,baja
1482,238,5280000,88,0,4,9.09,60000.0,88,968.096809680968,2018-05-09,5,2,9,baja
1493,221,10200000,209,0,3,13.91,48803.82775119617,209,1502.5161754133717,2018-05-20,5,2,20,baja
1497,431,9220000,128,0,10,13.88,72031.25,128,922.1902017291068,2018-05-25,5,2,25,baja
1554,245,15960000,228,0,3,23.75,70000.0,228,960.0,2018-08-30,8,3,30,baja
1483,243,4140000,84,0,6,7.49,49285.71428571428,84,1121.4953271028037,2018-05-13,5,2,13,baja
1493,522,5200000,65,0,7,10.48,80000.0,65,620.2290076335878,2018-06-09,6,2,9,baja
1481,465,125000,5,0,1,1.52,25000.0,5,328.9473684210526,2018-04-24,4,2,24,baja
1493,472,1120000,16,0,2,2.78,70000.0,16,575.5395683453238,2018-06-28,6,2,28,baja
1493,56,560000,7,0,1,1.33,80000.0,7,526.3157894736842,2018-04-29,4,2,29,baja
1569,556,2220000,21,0,1,25.0,105714.28571428572,21,84.0,2018-10-21,10,4,21,baja
1495,273,550000,11,0,2,1.49,50000.0,11,738.255033557047,2018-06-28,6,2,28,baja
1494,266,3440000,43,0,2,13.87,80000.0,43,310.0216294160058,2018-07-31,7,3,31,baja
1483,430,2600000,28,0,3,9.89,92857.14285714286,28,283.1142568250758,2018-04-29,4,2,29,baja
1494,505,1050000,35,0,2,9.02,30000.0,35,388.0266075388027,2018-05-30,5,2,30,baja
1485,35,1200000,12,0,1,7.19,100000.0,12,166.89847009735743,2018-03-19,3,1,19,baja
1554,158,6580000,94,0,12,2.61,70000.0,94,3601.5325670498087,2018-08-09,8,3,9,baja
1493,529,1080000,9,0,3,6.12,120000.0,9,147.05882352941174,2018-06-18,6,2,18,baja
1494,489,12300000,84,0,14,10.71,146428.57142857142,84,784.313725490196,2018-05-14,5,2,14,baja
1559,238,2100000,35,0,6,2.83,60000.0,35,1236.7491166077737,2018-09-15,9,3,15,baja
1484,415,5950000,85,0,2,12.65,70000.0,85,671.9367588932806,2018-04-22,4,2,22,baja
1556,479,320000,4,0,2,1.18,80000.0,4,338.98305084745766,2018-08-29,8,3,29,baja
1495,144,1240000,31,0,6,10.13,40000.0,31,306.02171767028625,2018-05-25,5,2,25,baja
1482,52,1450000,29,0,6,1.45,50000.0,29,2000.0,2018-03-20,3,1,20,baja
1493,431,6300000,105,0,10,14.02,60000.0,105,748.9300998573467,2018-06-30,6,2,30,baja
1498,163,3120000,26,0,3,20.8,120000.0,26,125.0,2018-07-04,7,3,4,baja
1499,504,360000,9,0,4,1.12,40000.0,9,803.5714285714284,2018-06-20,6,2,20,baja
1558,331,1820000,26,0,3,1.97,70000.0,26,1319.7969543147208,2018-08-14,8,3,14,baja
1494,194,2680000,58,0,3,3.42,46206.89655172414,58,1695.906432748538,2018-05-31,5,2,31,baja
1576,245,1960000,41,0,3,4.27,47804.87804878049,41,960.1873536299768,2018-10-15,10,4,15,baja
1483,144,2800000,70,0,6,3.02,40000.0,70,2317.880794701987,2018-05-17,5,2,17,baja
1481,499,10440000,88,0,2,19.38,118636.36363636365,88,454.0763673890609,2018-04-27,4,2,27,baja
1485,450,47760000,404,0,6,29.34,118217.82178217822,404,1376.959781867757,2018-03-15,3,1,15,baja
1497,518,3480000,33,0,3,14.67,105454.54545454546,33,224.94887525562373,2018-06-28,6,2,28,baja
1570,291,1880000,47,0,2,13.82,40000.0,47,340.08683068017365,2018-09-11,9,3,11,baja
1494,482,600000,20,0,1,7.41,30000.0,20,269.9055330634278,2018-08-06,8,3,6,baja
1494,518,5220000,77,0,7,7.75,67792.20779220779,77,993.548387096774,2018-07-07,7,3,7,baja
1558,534,910000,13,0,3,8.5,70000.0,13,152.94117647058823,2018-08-15,8,3,15,baja
1484,454,3240000,108,0,2,18.0,30000.0,108,600.0,2018-05-15,5,2,15,baja
1497,210,31760000,397,0,5,22.54,80000.0,397,1761.3132209405503,2018-05-18,5,2,18,baja
1554,417,37720000,333,0,5,16.73,113273.27327327328,333,1990.4363419007768,2018-09-07,9,3,7,baja
1485,390,6080000,76,0,2,20.21,80000.0,76,376.05145967342895,2018-05-12,5,2,12,baja
1558,417,2920000,26,0,4,1.68,112307.69230769233,26,1547.6190476190477,2018-09-02,9,3,2,baja
1497,450,14400000,96,0,5,14.12,150000.0,96,679.8866855524079,2018-05-05,5,2,5,baja
1493,251,1620000,27,0,8,4.5,60000.0,27,600.0,2018-06-17,6,2,17,baja
1485,222,320000,4,0,2,2.38,80000.0,4,168.0672268907563,2018-05-16,5,2,16,baja
1552,321,350000,7,0,2,0.8,50000.0,7,875.0,2018-07-19,7,3,19,baja
