film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day,class
1486,485,28800000,192,0,4,47.06,150000.0,192,407.9898002549936,2018-03-28,3,1,28,media
1484,448,163340000,1101,0,9,57.95,148356.0399636694,1101,1899.9137187230367,2018-03-22,3,1,22,media
1572,455,17120000,214,5,4,41.8,80000.0,209,511.96172248803833,2018-10-05,10,4,5,media
1483,307,7280000,91,0,2,39.39,80000.0,91,231.02310231023105,2018-04-25,4,2,25,media
1494,448,70790000,884,0,7,64.43,80079.18552036199,884,1372.0316622691291,2018-07-10,7,3,10,media
1482,431,23160000,193,0,6,34.53,120000.0,193,558.9342600637127,2018-04-05,4,2,5,media
1572,262,25000000,250,0,3,52.41,100000.0,250,477.0082045411181,2018-10-11,10,4,11,media
1481,73,21140000,302,0,3,58.98,70000.0,302,512.037978975924,2018-04-10,4,2,10,media
1568,304,20320000,254,0,4,43.2,80000.0,254,587.9629629629629,2018-10-02,10,4,2,media
1481,312,22640000,283,0,6,63.31,80000.0,283,447.0067919759911,2018-04-18,4,2,18,media
1484,417,26130000,269,0,3,37.05,97137.54646840147,269,726.0458839406208,2018-04-04,4,2,4,media
1481,380,13820000,142,0,3,45.81,97323.94366197185,142,309.97598777559483,2018-04-06,4,2,6,media
1485,513,20520000,194,0,2,40.17,105773.19587628866,194,482.94747323873537,2018-05-11,5,2,11,media
1553,448,44379998,560,0,7,42.11,79249.99642857142,560,1329.850391830919,2018-10-13,10,4,13,media
1485,89,6000000,75,0,1,60.48,80000.0,75,124.0079365079365,2018-05-07,5,2,7,media
1493,474,20980000,232,0,3,50.22,90431.03448275862,232,461.9673436877738,2018-05-13,5,2,13,media
1497,163,23880000,240,0,5,47.06,99500.0,240,509.987250318742,2018-05-24,5,2,24,media
1496,304,42150000,281,0,3,63.72,150000.0,281,440.99183929692407,2018-05-10,5,2,10,media
1497,518,13500000,225,2,6,47.57,60000.0,223,472.9871767920959,2018-05-22,5,2,22,media
1480,474,3200000,40,0,2,63.49,80000.0,40,63.00204756654592,2018-04-15,4,2,15,media
1498,431,5940000,99,0,2,59.28,60000.0,99,167.00404858299595,2018-08-11,8,3,11,media
1481,431,12360000,104,0,2,62.28,118846.15384615384,104,166.98779704560053,2018-05-02,5,2,2,media
1483,262,38600000,388,0,6,40.67,99484.53608247422,388,954.02016228178,2018-04-20,4,2,20,media
1495,524,3680000,46,0,3,51.11,80000.0,46,90.00195656427313,2018-06-30,6,2,30,media
1572,430,6600000,66,0,2,39.76,100000.0,66,165.9959758551308,2018-10-12,10,4,12,media
1499,183,42120000,1053,0,7,33.43,40000.0,1053,3149.865390367933,2018-06-26,6,2,26,media
1554,180,8760000,222,2,2,60.66,39459.45945945946,220,365.9742828882295,2018-10-09,10,4,9,media
1556,34,25560000,216,0,3,65.45,118333.33333333331,216,330.0229182582124,2018-08-17,8,3,17,media
1511,522,16000000,200,0,4,48.08,80000.0,200,415.9733777038269,2018-07-03,7,3,3,media
1494,474,2800000,35,0,2,55.56,80000.0,35,62.99496040316775,2018-05-14,5,2,14,media
1493,489,12190000,87,0,4,51.79,140114.94252873564,87,167.98609770225912,2018-08-09,8,3,9,media
1485,352,25810000,271,0,3,59.43,95239.852398524,271,455.9986538785125,2018-05-18,5,2,18,media
1485,461,2200000,44,0,1,55.0,50000.0,44,80.0,2018-05-02,5,2,2,media
1493,245,2240000,32,0,2,38.1,70000.0,32,83.98950131233596,2018-08-05,8,3,5,media
1560,513,23280000,195,0,2,39.39,119384.6153846154,195,495.049504950495,2018-08-03,8,3,3,media
1499,304,98550000,679,0,8,36.35,145139.911634757,679,1867.9504814305365,2018-06-28,6,2,28,media
1493,396,47650000,953,0,7,43.92,50000.0,953,2169.8542805100183,2018-06-19,6,2,19,media
1558,352,25760000,322,0,5,37.97,80000.0,322,848.0379246773769,2018-08-21,8,3,21,media
1493,522,22020000,179,0,5,41.63,123016.75977653632,179,429.9783809752582,2018-05-31,5,2,31,media
1511,344,2100000,14,0,1,46.67,150000.0,14,29.99785729590744,2018-10-17,10,4,17,media
1573,442,8900000,89,0,1,45.64,100000.0,89,195.00438212094653,2018-10-26,10,4,26,media
1573,163,78150000,693,0,7,42.73,112770.56277056276,693,1621.8113737421018,2018-10-26,10,4,26,media
1484,524,7800000,52,0,3,59.77,150000.0,52,87.00016730801406,2018-06-16,6,2,16,media
1485,210,82400000,1030,0,6,41.77,80000.0,1030,2465.8846061766817,2018-03-25,3,1,25,media
1485,163,48060000,407,0,8,58.48,118083.53808353808,407,695.9644322845418,2018-03-23,3,1,23,media
1494,210,8960000,126,0,3,60.87,71111.11111111111,126,206.9985214391326,2018-05-21,5,2,21,media
1497,529,18360000,311,0,3,53.99,59035.369774919614,311,576.0325986293758,2018-05-08,5,2,8,media
1482,184,59680000,746,0,7,54.65,80000.0,746,1365.0503202195791,2018-03-26,3,1,26,media
1578,34,40320000,336,0,4,42.0,120000.0,336,800.0,2018-10-26,10,4,26,media
1492,489,6730000,71,0,3,56.35,94788.7323943662,71,125.99822537710736,2018-06-07,6,2,7,media
1559,485,20400000,259,0,4,63.48,78764.47876447876,259,408.00252047889103,2018-08-07,8,3,7,media
1551,448,49920000,624,0,5,55.71,80000.0,624,1120.0861604738825,2018-07-24,7,3,24,media
1576,429,30540000,509,0,4,62.07,60000.0,509,820.0418881907524,2018-10-02,10,4,2,media
1553,352,28480000,208,0,4,42.28,136923.07692307694,208,491.9583727530747,2018-10-19,10,4,19,media
1575,489,63760000,799,4,26,53.98,79799.74968710888,795,1480.1778436457948,2018-10-02,10,4,2,media
1554,448,497149991,3368,0,23,64.46,147609.85480997624,3368,5224.945702761403,2018-07-29,7,3,29,media
1493,442,5520000,69,0,1,35.38,80000.0,69,195.0254381006218,2018-07-25,7,3,25,media
1495,304,32550000,217,0,4,33.03,150000.0,217,656.9785043899485,2018-05-12,5,2,12,media
1497,163,28320000,472,0,8,62.27,60000.0,472,757.989400995664,2018-06-19,6,2,19,media
1482,73,19440000,166,0,3,41.19,117108.43373493975,166,403.0104394270454,2018-04-05,4,2,5,media
1482,245,10740000,358,0,2,55.94,30000.0,358,639.9713979263497,2018-04-10,4,2,10,media
1558,195,5700000,57,0,4,35.63,100000.0,57,159.9775470109458,2018-08-24,8,3,24,media
1481,35,13400000,136,0,2,40.72,98529.41176470587,136,333.9882121807466,2018-05-14,5,2,14,media
1576,456,17740000,235,3,4,56.92,75489.36170212766,232,412.86015460295147,2018-10-03,10,4,3,media
1573,307,24480000,306,0,6,44.16,80000.0,306,692.9347826086957,2018-10-19,10,4,19,media
1556,448,53400000,356,0,3,61.17,150000.0,356,581.9846329900278,2018-10-14,10,4,14,media
1495,195,6000000,84,0,4,52.5,71428.57142857143,84,160.0,2018-06-14,6,2,14,media
1554,71,174600000,1192,0,7,49.07,146476.51006711408,1192,2429.182800081516,2018-07-16,7,3,16,media
1481,291,10710000,290,0,4,40.56,36931.03448275862,290,714.9901380670611,2018-04-28,4,2,28,media
1485,163,32280000,286,0,8,41.39,112867.13286713288,286,690.9881613916406,2018-04-07,4,2,7,media
1484,477,2650000,106,0,1,53.54,25000.0,106,197.9828165857303,2018-05-29,5,2,29,media
1492,489,3760000,47,0,3,37.3,80000.0,47,126.00536193029492,2018-06-02,6,2,2,media
1556,489,9360000,117,0,5,50.43,80000.0,117,232.00475907198097,2018-10-20,10,4,20,media
1483,475,9940000,142,0,2,48.97,70000.0,142,289.9734531345722,2018-04-20,4,2,20,media
1483,524,201765000,1354,0,14,39.02,149014.03249630725,1354,3470.0153767298816,2018-03-28,3,1,28,media
1482,461,4550000,91,0,3,37.92,50000.0,91,239.9789029535865,2018-04-09,4,2,9,media
1484,518,59280000,742,1,9,58.33,79892.18328840971,741,1272.0726898679925,2018-05-02,5,2,2,media
1553,352,11840000,148,0,3,46.25,80000.0,148,320.0,2018-10-20,10,4,20,media
1556,445,21000000,175,0,5,34.86,120000.0,175,502.00803212851406,2018-08-17,8,3,17,media
1486,163,10920000,91,0,5,45.5,120000.0,91,200.0,2018-03-26,3,1,26,media
1485,529,13800000,121,0,4,64.36,114049.5867768595,121,188.00497203231825,2018-03-26,3,1,26,media
1496,89,9600000,120,0,3,42.25,80000.0,120,284.02366863905326,2018-05-22,5,2,22,media
1554,71,74550000,510,0,3,46.58,146176.4705882353,510,1094.890510948905,2018-08-15,8,3,15,media
1554,352,272720000,1852,0,13,59.06,147257.01943844493,1852,3135.794107687098,2018-07-26,7,3,26,media
1482,524,9680000,121,2,7,44.32,80000.0,119,273.014440433213,2018-04-28,4,2,28,media
1481,448,96999994,661,0,6,57.18,146747.34341906203,661,1155.9986009094089,2018-04-06,4,2,6,media
1485,474,10340000,113,0,2,45.02,91504.42477876108,113,250.99955575299867,2018-04-16,4,2,16,media
1499,556,3540000,30,0,1,42.86,118000.0,30,69.99533364442371,2018-08-13,8,3,13,media
1554,537,10500000,210,0,2,44.68,50000.0,210,470.00895255147714,2018-08-03,8,3,3,media
1484,456,5760000,72,0,2,36.92,80000.0,72,195.01625135427952,2018-03-22,3,1,22,media
1481,414,4690000,67,0,1,46.53,70000.0,67,143.99312271652698,2018-03-27,3,1,27,media
1471,524,3930000,36,0,3,40.0,109166.66666666669,36,90.0,2018-05-20,5,2,20,media
1484,166,31110000,538,0,4,56.63,57825.27881040892,538,950.026487727353,2018-03-30,3,1,30,media
1494,453,1530000,51,0,4,51.0,30000.0,51,100.0,2018-07-17,7,3,17,media
1482,461,2000000,40,0,1,50.0,50000.0,40,80.0,2018-05-11,5,2,11,media
1578,64,10000000,200,0,1,62.5,50000.0,200,320.0,2018-10-23,10,4,23,media
1484,35,29200000,292,0,3,58.99,100000.0,292,494.99915239871166,2018-04-02,4,2,2,media
1483,415,13510000,195,0,1,58.04,69282.05128205128,195,335.9751895244659,2018-04-12,4,2,12,media
1484,528,10735000,282,4,3,35.12,38067.37588652482,278,802.9612756264237,2018-04-03,4,2,3,media
1499,474,1520000,19,0,2,41.3,80000.0,19,46.00484261501211,2018-08-01,8,3,1,media
1485,524,141165000,943,2,10,56.84,149697.77306468718,941,1659.042927515834,2018-03-29,3,1,29,media
1554,396,77800000,778,0,6,41.83,100000.0,778,1859.9091561080563,2018-08-31,8,3,31,media
1554,165,8360000,209,0,4,55.0,40000.0,209,380.0,2018-10-09,10,4,9,media
1493,195,61520000,769,0,6,37.7,80000.0,769,2039.787798408488,2018-04-27,4,2,27,media
1482,266,31800000,212,0,3,45.59,150000.0,212,465.0142575126124,2018-03-28,3,1,28,media
1564,450,9920000,124,0,3,35.63,80000.0,124,348.02133033960143,2018-08-21,8,3,21,media
1481,165,10920000,250,0,2,41.74,43680.0,250,598.9458552946813,2018-05-14,5,2,14,media
1493,312,8720000,109,0,4,33.75,80000.0,109,322.962962962963,2018-04-29,4,2,29,media
1484,172,26700000,267,0,3,45.64,100000.0,267,585.0131463628396,2018-04-07,4,2,7,media
1576,546,30600000,204,0,3,37.16,150000.0,204,548.9773950484392,2018-10-01,10,4,1,media
1558,396,16300000,326,0,4,58.21,50000.0,326,560.0412300292046,2018-08-21,8,3,21,media
1483,180,35680000,454,0,4,62.02,78590.30837004405,454,732.0219284101902,2018-03-24,3,1,24,media
1499,291,5340000,178,0,3,34.9,30000.0,178,510.028653295129,2018-07-10,7,3,10,media
1556,518,18360000,308,0,7,47.53,59610.38961038961,308,648.0117820324006,2018-10-31,10,4,31,media
1485,73,29330000,419,0,4,58.28,70000.0,419,718.9430336307481,2018-04-17,4,2,17,media
1554,141,62000000,788,0,9,42.34,78680.20304568528,788,1861.124232404345,2018-09-25,9,3,25,media
1493,445,52440000,437,0,13,35.54,120000.0,437,1229.6004501969612,2018-04-27,4,2,27,media
1486,529,6600000,55,0,3,39.01,120000.0,55,140.98948987439118,2018-04-27,4,2,27,media
1554,120,56150000,1123,0,6,50.04,50000.0,1123,2244.204636290968,2018-07-24,7,3,24,media
1482,390,7520000,96,0,3,35.46,78333.33333333333,96,270.72758037225043,2018-05-13,5,2,13,media
1493,186,25560000,639,0,2,63.14,40000.0,639,1012.0367437440608,2018-07-24,7,3,24,media
1498,431,12800000,128,3,6,47.23,100000.0,125,271.0141858987932,2018-07-19,7,3,19,media
1576,321,4440000,148,0,1,33.94,30000.0,148,436.0636417206836,2018-10-23,10,4,23,media
1554,489,160270000,1128,6,36,37.32,142083.33333333334,1122,3022.508038585209,2018-07-23,7,3,23,media
1484,72,17760000,148,0,3,48.84,120000.0,148,303.030303030303,2018-05-11,5,2,11,media
1494,450,35950000,272,0,4,59.91,132169.11764705885,272,454.01435486563184,2018-05-24,5,2,24,media
1481,262,27400000,274,0,3,56.73,100000.0,274,482.98959985898114,2018-04-06,4,2,6,media
1481,518,6120000,102,0,3,61.82,60000.0,102,164.9951472015529,2018-06-26,6,2,26,media
1482,461,3150000,63,0,2,39.38,50000.0,63,159.97968511934994,2018-04-22,4,2,22,media
1481,182,31840000,648,0,2,57.04,49135.8024691358,648,1136.0448807854136,2018-04-26,4,2,26,media
1483,39,21500000,226,0,3,43.8,95132.74336283184,226,515.9817351598174,2018-03-28,3,1,28,media
1482,262,46900000,469,0,3,48.85,100000.0,469,960.0818833162742,2018-03-25,3,1,25,media
1493,417,50350000,1007,0,4,64.72,50000.0,1007,1555.9332509270705,2018-05-29,5,2,29,media
1482,248,19990000,286,0,1,41.45,69895.1048951049,286,689.9879372738238,2018-05-18,5,2,18,media
1559,489,27590000,209,0,7,53.19,132009.56937799044,209,392.9310020680579,2018-08-31,8,3,31,media
1576,195,13200000,132,0,7,47.14,100000.0,132,280.01697072549854,2018-11-02,11,4,2,media
1554,312,24560000,310,0,6,52.99,79225.80645161291,310,585.016040762408,2018-08-02,8,3,2,media
1495,450,111900000,750,0,6,54.47,149200.0,750,1376.904718193501,2018-05-10,5,2,10,media
1495,463,3180000,106,0,1,34.19,30000.0,106,310.0321731500439,2018-05-15,5,2,15,media
1485,187,33600000,420,0,7,40.27,80000.0,420,1042.960019865905,2018-03-27,3,1,27,media
1554,201,22920000,573,0,4,45.19,40000.0,573,1267.9796415136093,2018-08-07,8,3,7,media
1498,181,8000000,160,0,3,35.56,50000.0,160,449.9437570303712,2018-08-14,8,3,14,media
1496,485,8850000,59,0,3,42.75,150000.0,59,138.01169590643275,2018-05-17,5,2,17,media
1573,546,21280000,266,0,4,36.34,80000.0,266,731.9757842597687,2018-10-20,10,4,20,media
1554,247,19240000,310,0,2,56.16,62064.51612903226,310,551.994301994302,2018-08-04,8,3,4,media
1558,163,16440000,137,0,4,47.4,120000.0,137,289.0295358649789,2018-09-28,9,3,28,media
1497,518,15780000,145,8,5,42.9,108827.58620689657,137,337.995337995338,2018-05-03,5,2,3,media
1575,452,7500000,50,0,2,35.71,150000.0,50,140.01680201624194,2018-11-01,11,4,1,media
1494,350,13400000,268,0,2,60.36,50000.0,268,444.0026507620941,2018-07-03,7,3,3,media
1578,531,3840000,79,0,2,48.17,48607.59493670886,79,164.00249117708117,2018-10-23,10,4,23,media
1481,428,4830000,69,0,1,46.0,70000.0,69,150.0,2018-05-03,5,2,3,media
1482,259,15680000,392,0,2,61.64,40000.0,392,635.95068137573,2018-05-15,5,2,15,media
1481,181,35460000,633,0,5,48.03,56018.95734597156,633,1317.9262960649594,2018-05-07,5,2,7,media
1481,262,36050000,621,0,5,55.3,58051.52979066023,621,1122.9656419529838,2018-04-25,4,2,25,media
1559,431,30780000,513,0,10,65.94,60000.0,513,777.9799818016379,2018-08-14,8,3,14,media
1554,472,19040000,544,0,3,62.96,35000.0,544,864.0406607369758,2018-08-14,8,3,14,media
1493,396,64000000,640,0,4,51.61,100000.0,640,1240.0697539236585,2018-05-02,5,2,2,media
1481,480,7080000,121,19,2,55.0,58512.39669421488,102,220.00000000000003,2018-05-04,5,2,4,media
1554,312,22480000,281,0,6,48.03,80000.0,281,585.0510097855507,2018-07-19,7,3,19,media
1484,455,35360000,442,1,3,42.1,80000.0,441,1049.8812351543943,2018-05-03,5,2,3,media
1554,487,91830000,785,2,7,45.77,116980.89171974522,783,1715.0972252567185,2018-07-19,7,3,19,media
1498,524,43650000,291,0,6,42.92,150000.0,291,678.0055917986953,2018-07-19,7,3,19,media
1481,518,7880000,122,0,5,40.8,64590.16393442623,122,299.01960784313724,2018-05-17,5,2,17,media
1495,452,11970000,119,0,3,35.52,100588.23529411764,119,335.02252252252254,2018-05-24,5,2,24,media
1496,380,1430000,30,0,1,42.86,47666.66666666666,30,69.99533364442371,2018-06-19,6,2,19,media
1493,120,6650000,133,0,1,35.56,50000.0,133,374.015748031496,2018-05-01,5,2,1,media
1554,316,12840000,214,0,8,35.67,60000.0,214,599.9439304737874,2018-08-26,8,3,26,media
1554,266,288300000,1922,0,6,35.79,150000.0,1922,5370.215143894943,2018-07-12,7,3,12,media
1483,72,88739994,1484,0,8,48.82,59797.83962264151,1484,3039.737812371978,2018-04-03,4,2,3,media
1495,536,2100000,35,0,1,35.0,60000.0,35,100.0,2018-06-01,6,2,1,media
1484,350,41200000,412,0,3,61.86,100000.0,412,666.0200452634982,2018-04-20,4,2,20,media
1484,304,61950000,525,0,5,56.39,118000.0,525,931.016137613052,2018-05-25,5,2,25,media
1554,485,105170000,726,0,9,63.19,144862.25895316806,726,1148.915967716411,2018-07-23,7,3,23,media
1483,450,63600000,540,0,6,39.22,117777.77777777778,540,1376.8485466598677,2018-03-14,3,1,14,media
1556,245,3480000,87,0,5,41.43,40000.0,87,209.99275887038377,2018-09-11,9,3,11,media
1481,194,21800000,436,0,3,55.26,50000.0,436,788.9974665218965,2018-04-14,4,2,14,media
1481,181,18450000,369,0,5,49.2,50000.0,369,750.0,2018-07-03,7,3,3,media
1481,172,46000000,460,0,7,47.92,100000.0,460,959.933222036728,2018-04-19,4,2,19,media
1556,39,69840000,937,0,8,53.39,74535.75240128068,937,1755.0103015545983,2018-08-26,8,3,26,media
1576,448,526724995,3548,0,26,62.8,148456.87570462233,3548,5649.6815286624205,2018-10-18,10,4,18,media
1481,238,11760000,196,0,2,40.5,60000.0,196,483.9506172839506,2018-04-20,4,2,20,media
1499,380,19560000,327,0,3,44.49,59816.51376146789,327,734.9966284558327,2018-07-10,7,3,10,media
1554,513,16920000,190,0,2,42.41,89052.63157894737,190,448.0075453902382,2018-10-07,10,4,7,media
1554,499,17100000,285,0,3,43.71,60000.0,285,652.0247083047358,2018-10-02,10,4,2,media
1484,166,18025000,266,0,2,56.0,67763.15789473684,266,475.0,2018-05-10,5,2,10,media
1562,450,28400000,360,0,5,64.29,78888.88888888889,360,559.9626691553896,2018-08-21,8,3,21,media
1554,51,160250000,1668,0,15,38.06,96073.14148681056,1668,4382.5538623226485,2018-07-13,7,3,13,media
1578,184,3240000,81,0,1,41.54,40000.0,81,194.9927780452576,2018-10-24,10,4,24,media
1493,262,25800000,519,0,6,54.4,49710.98265895954,519,954.0441176470588,2018-05-29,5,2,29,media
1554,57,63950000,1279,0,8,49.42,50000.0,1279,2588.021044111696,2018-07-24,7,3,24,media
1486,210,10480000,131,0,3,51.37,80000.0,131,255.0126532995912,2018-04-04,4,2,4,media
1556,450,76200000,511,0,6,65.01,149119.37377690803,511,786.0329180126133,2018-08-16,8,3,16,media
1575,529,7800000,65,2,4,34.76,120000.0,63,186.99654775604145,2018-09-30,9,3,30,media
1556,514,13600000,136,2,2,58.49,100000.0,134,232.5183792101214,2018-09-03,9,3,3,media
1484,352,83550000,559,0,6,55.4,149463.32737030412,559,1009.0252707581228,2018-03-30,3,1,30,media
1485,307,11040000,201,0,4,43.51,54925.37313432836,201,461.9627671799586,2018-05-23,5,2,23,media
1572,485,28200000,188,0,4,46.08,150000.0,188,407.9861111111112,2018-11-01,11,4,1,media
1495,195,5520000,76,0,4,47.5,72631.57894736843,76,160.0,2018-05-30,5,2,30,media
1511,448,29760000,372,0,3,65.26,80000.0,372,570.0275819797731,2018-09-04,9,3,4,media
1486,524,9150000,61,0,5,40.67,150000.0,61,149.98770592574377,2018-04-25,4,2,25,media
1554,455,58960000,737,21,5,42.11,80000.0,716,1750.1781049631916,2018-08-03,8,3,3,media
1485,452,48750000,325,0,4,61.32,150000.0,325,530.0065231572081,2018-05-04,5,2,4,media
1497,163,3540000,38,0,3,34.55,93157.8947368421,38,109.98552821997109,2018-07-18,7,3,18,media
1480,489,3840000,48,0,3,64.0,80000.0,48,75.0,2018-04-07,4,2,7,media
1484,461,3500000,70,0,2,43.75,50000.0,70,160.0,2018-05-12,5,2,12,media
1499,474,24280000,227,0,2,53.79,106960.35242290748,227,422.0115263060048,2018-06-28,6,2,28,media
1554,456,20760000,280,0,6,45.47,74142.85714285714,280,615.7906311853969,2018-08-13,8,3,13,media
1511,450,24000000,162,0,3,46.55,148148.14814814815,162,348.0128893662728,2018-08-02,8,3,2,media
1554,513,30360000,506,0,5,41.71,60000.0,506,1213.1383361304242,2018-09-25,9,3,25,media
1481,194,20400000,408,0,3,51.71,50000.0,408,789.0156642815703,2018-05-10,5,2,10,media
1554,431,57000000,475,0,10,46.33,120000.0,475,1025.253615368012,2018-08-17,8,3,17,media
1484,489,11790000,87,0,6,36.25,135517.24137931035,87,240.0,2018-06-16,6,2,16,media
1496,210,7320000,124,0,4,33.16,59032.25806451613,124,373.9445114595899,2018-05-28,5,2,28,media
1497,35,11900000,238,0,3,48.08,50000.0,238,495.0083194675541,2018-05-12,5,2,12,media
1484,142,17800000,178,0,7,64.26,100000.0,178,276.99968876439465,2018-03-29,3,1,29,media
1497,518,18780000,193,1,6,49.11,97305.69948186527,192,392.995316636123,2018-05-02,5,2,2,media
1485,163,6900000,70,0,3,33.33,98571.42857142857,70,210.02100210021,2018-05-20,5,2,20,media
1511,474,2460000,25,0,2,54.35,98400.0,25,45.998160073597056,2018-09-13,9,3,13,media
1482,163,27680000,350,0,4,54.52,79085.71428571429,350,641.9662509170946,2018-05-12,5,2,12,media
1558,528,7290000,64,0,2,65.31,113906.25,64,97.99418159546777,2018-08-03,8,3,3,media
1483,489,53040000,665,0,22,54.9,79759.3984962406,665,1211.2932604735884,2018-04-21,4,2,21,media
1484,210,35360000,442,0,6,62.96,80000.0,442,702.0330368487929,2018-03-24,3,1,24,media
1485,529,5700000,38,0,2,40.43,150000.0,38,93.98961167449912,2018-03-21,3,1,21,media
1556,450,40050000,271,0,6,34.48,147785.9778597786,271,785.9628770301625,2018-08-18,8,3,18,media
1494,524,7650000,51,0,4,43.97,150000.0,51,115.98817375483284,2018-07-20,7,3,20,media
1564,163,3540000,59,0,2,65.56,60000.0,59,89.99389871873093,2018-09-12,9,3,12,media
1481,516,2800000,70,0,1,59.83,40000.0,70,116.99816145746284,2018-05-01,5,2,1,media
1484,455,18800000,235,0,3,61.2,80000.0,235,383.9869281045752,2018-04-19,4,2,19,media
1483,430,9350000,187,0,3,60.52,50000.0,187,308.9887640449438,2018-05-09,5,2,9,media
1559,73,18240000,154,0,3,52.38,118441.55844155845,154,294.0053455517373,2018-08-03,8,3,3,media
1482,210,27440000,343,0,7,41.18,80000.0,343,832.9286061194756,2018-04-08,4,2,8,media
1576,344,106950000,779,0,8,37.02,137291.39922978176,779,2104.2679632631007,2018-10-17,10,4,17,media
1483,431,52300000,523,0,12,46.78,100000.0,523,1117.9991449337324,2018-03-27,3,1,27,media
1554,304,314550000,2128,0,15,65.16,147814.84962406015,2128,3265.8072437077963,2018-07-22,7,3,22,media
1484,430,13100000,131,0,3,42.39,100000.0,131,309.035149799481,2018-03-29,3,1,29,media
1498,71,23440000,293,0,3,40.86,80000.0,293,717.0827214880078,2018-07-10,7,3,10,media
1484,464,9040000,226,0,1,63.66,40000.0,226,355.0109959158027,2018-04-03,4,2,3,media
1481,72,24720000,206,0,4,50.99,120000.0,206,404.0007844675426,2018-03-30,3,1,30,media
1576,39,67740000,1129,0,6,34.15,60000.0,1129,3306.002928257687,2018-10-09,10,4,9,media
1485,489,12720000,159,0,7,44.04,80000.0,159,361.0354223433243,2018-06-02,6,2,2,media
1482,415,13265000,379,0,3,37.6,35000.0,379,1007.9787234042552,2018-04-10,4,2,10,media
1483,453,2670000,49,0,4,49.0,54489.79591836735,49,100.0,2018-04-18,4,2,18,media
1497,452,22900000,232,0,4,43.77,98706.89655172414,232,530.0434087274389,2018-05-24,5,2,24,media
1554,479,12160000,304,0,8,35.19,40000.0,304,863.8817845978972,2018-08-07,8,3,7,media
1493,529,4380000,73,0,4,37.06,60000.0,73,196.97787371829463,2018-06-19,6,2,19,media
1498,89,12240000,153,0,2,61.69,80000.0,153,248.01426487275089,2018-09-11,9,3,11,media
1485,474,10400000,130,0,4,43.77,80000.0,130,297.0070824765821,2018-04-07,4,2,7,media
1554,445,55320000,461,0,13,37.05,120000.0,461,1244.2645074224024,2018-08-31,8,3,31,media
1556,195,30700000,307,0,2,45.15,100000.0,307,679.9557032115172,2018-08-19,8,3,19,media
1482,89,117750000,787,0,6,39.45,149618.80559085132,787,1994.930291508238,2018-03-29,3,1,29,media
1553,141,21000000,140,0,3,53.64,150000.0,140,260.9992542878449,2018-10-25,10,4,25,media
1481,152,22120000,282,0,2,62.95,78439.71631205674,282,447.9745830023829,2018-05-18,5,2,18,media
1511,489,13520000,169,0,7,44.71,80000.0,169,377.9915007828226,2018-09-12,9,3,12,media
1484,528,3840000,36,2,2,37.5,106666.66666666669,34,96.0,2018-05-13,5,2,13,media
1483,172,18000000,180,0,5,40.0,100000.0,180,450.0,2018-05-02,5,2,2,media
1485,524,66560000,836,0,9,54.25,79617.22488038277,836,1541.0138248847927,2018-04-10,4,2,10,media
1484,262,29700000,297,0,3,62.26,100000.0,297,477.0318021201414,2018-04-04,4,2,4,media
1566,474,5760000,60,0,3,58.25,96000.0,60,103.00429184549355,2018-09-13,9,3,13,media
1493,338,6160000,77,0,1,36.15,80000.0,77,213.0013831258645,2018-05-29,5,2,29,media
1494,89,18800000,235,0,4,51.99,80000.0,235,452.01000192344674,2018-05-08,5,2,8,media
1578,352,36240000,456,1,6,63.69,79473.68421052632,455,715.9679698539802,2018-10-23,10,4,23,media
1578,352,25300000,185,0,4,37.3,136756.75675675675,185,495.9785522788204,2018-11-01,11,4,1,media
1578,89,41700000,278,0,2,47.52,150000.0,278,585.016835016835,2018-10-26,10,4,26,media
1554,496,10010000,224,0,6,34.73,44687.5,224,644.975525482292,2018-08-05,8,3,5,media
1572,396,51600000,516,0,7,50.15,100000.0,516,1028.9132602193422,2018-10-12,10,4,12,media
1511,304,28050000,190,0,3,43.08,147631.57894736843,190,441.0399257195915,2018-09-13,9,3,13,media
1559,115,13400000,268,1,4,35.54,50000.0,267,754.0799099606078,2018-08-07,8,3,7,media
1482,162,4440000,74,0,1,64.35,60000.0,74,114.996114996115,2018-04-13,4,2,13,media
1493,396,14700000,232,0,4,41.43,63362.06896551724,232,559.9806903210234,2018-04-28,4,2,28,media
1575,448,51250000,642,0,7,48.05,79828.66043613707,642,1336.108220603538,2018-11-03,11,4,3,media
1485,431,21480000,179,0,8,35.76,120000.0,179,500.5592841163311,2018-04-13,4,2,13,media
1484,534,4060000,58,0,3,37.91,70000.0,58,152.99393299920868,2018-04-27,4,2,27,media
1494,452,8570000,80,0,3,38.1,107125.0,80,209.9737532808399,2018-05-27,5,2,27,media
1556,344,58950000,718,0,5,53.9,82103.06406685237,718,1332.096474953618,2018-08-28,8,3,28,media
1556,529,4800000,50,4,3,37.04,96000.0,46,134.9892008639309,2018-09-05,9,3,5,media
1483,456,23340000,244,0,4,58.97,95655.73770491804,244,413.7697134136001,2018-04-27,4,2,27,media
1499,528,7590000,139,1,3,59.91,54604.31654676259,138,232.01468869971623,2018-07-03,7,3,3,media
1499,210,16080000,201,0,6,48.55,80000.0,201,414.0061791967044,2018-06-29,6,2,29,media
