AE_1,AE_2,AE_3,AE_4,AE_5,class
0.3283306444371128,-0.4412193509730759,-0.10172584199123488,-0.14019170103806952,0.07145028891630434,baja
0.12806095518734267,-0.5066512242701582,-0.05700283445673424,-0.24487456619279782,0.042760559078782075,baja
0.07915111222100674,-0.44674415494752695,-0.21510289257669832,-0.018066777119856332,0.06870563898029228,baja
0.11926510229978281,-0.38612363613656536,-0.39209430587307903,-0.02692363415856098,0.10800543977025384,baja
0.06889010707233338,-0.4864110498535199,-0.08782356160938626,-0.05434846442104513,-0.09330318269132633,baja
-0.06017515794904805,-0.4936533872377908,-0.24107597867100966,-0.08435932527801697,-0.012374307117597695,baja
0.1222435185345727,-0.46374293898114893,-0.24266680233710036,-0.06087858719190153,0.11790414253292553,baja
0.1901775091180711,-0.2825704034880484,-0.3400863458532488,0.1665897459705597,-0.17101111831003124,baja
0.08340771905089645,-0.5944542913318615,-0.015711360553030337,-0.23515598317947198,0.12394659680617516,baja
0.06030339824898426,-0.5004230823350636,-0.2566634451276634,-0.17587796038153508,0.16396024419270586,baja
0.17436218849024507,-0.392152624329674,-0.28629289382288736,-0.0759994014778937,0.004264405360249883,baja
0.19760212526472498,-0.40705034616687724,-0.24445961825612653,-0.013695265581351593,0.053500709269227446,baja
0.11114468386872196,-0.4116095915378259,-0.2172092876285657,-0.030704724307633123,0.06743467495775438,baja
0.07467824568799339,-0.4588316596618907,-0.006801387119817924,0.026012123051493447,-0.1440293599551698,baja
0.07033102912566462,-0.4484084901135089,-0.24564563523293906,0.02421734844340829,0.12996072495201738,baja
0.2655393740607569,-0.4316249317301547,-0.14096292191604104,-0.1941074977562143,-0.0516346032363806,baja
0.2574977372826885,-0.3695353892085443,-0.23826392566223314,-0.24879050430505226,-0.07920377317299851,baja
-0.228794198838171,-0.5402757409819868,-0.13816636548528766,-0.06411087919778109,0.12136842936492857,baja
0.16234802924616573,-0.27745436093909454,-0.3406827334645397,0.10238570468148084,0.011706173221626317,baja
0.003498676391144169,-0.41858959601568796,-0.12443708428846537,-0.0036918308035867233,-0.14288079582398622,baja
-0.13793955458017018,-0.5374992937242904,-0.16652097754511266,-0.12443317683985312,0.06807166360077795,baja
0.03557808874572288,-0.5152786559585225,-0.2143525539194997,-0.13296738975947223,0.19529182870461903,baja
0.1777774836314284,-0.47438929653797185,-0.02239171230905771,-0.12941366916359162,-0.037926337429111154,baja
0.31376974613900066,-0.4352856900750792,-0.08605238162262945,-0.11325950874173056,0.08618330595143502,baja
0.1546306516282488,-0.39586100507149785,-0.16511659801858775,-0.0015133163573426373,-0.016477070414916382,baja
-0.04900124394343768,-0.5285581577457213,-0.17438820846168693,0.004182087354106806,0.2189022590405797,baja
0.07863492911667389,-0.46401120384575273,-0.0845167752762983,-0.16915513755360045,-0.13577724446145706,baja
0.07677369889205113,-0.38959385019601306,-0.3524352023961829,0.06294090050953122,0.07477887671851408,baja
0.217975578079299,-0.4847631867593559,0.008576182406582753,-0.1206921650645246,-0.018580145446387832,baja
-0.07593745594083598,-0.5281561415924981,0.07325109567241278,-0.08646500644921344,-0.0599013784118904,baja
-0.013766866789124782,-0.4860468508022481,-0.11444561270014689,0.022124592146282325,-0.09283879437121871,baja
0.1411083472488826,-0.46481448323585933,-0.09800676414386027,-0.11545947883834941,-0.002505860631991164,baja
0.10938596615382838,-0.49970744688868574,-0.048397109668848956,-0.2537945417424597,0.011936885693239077,baja
0.12887870480339375,-0.421373971078704,-0.26122156655315815,0.004877501394780033,0.025126587235651452,baja
0.11362679536529834,-0.558947500543449,0.03832274381678059,-0.2815079553318688,0.10621863175599539,baja
